"path","filename","lineNumber","line"
"HzApplications\CMRTB\CMRTB_ComplexComponentController\CMRTB_ComplexComponentController.cs","CMRTB_ComplexComponentController.cs","322","                            m_DscQuery.PutItem(LogicalAcqPassTokens.DARGUID, -1, DscQueryType_t.DSC_QUERY_EQUALTO, iteratorInfo.Scope);"
"HzApplications\CMRTB\CMRTB_ComplexComponentController\CMRTB_ComplexComponentController.cs","CMRTB_ComplexComponentController.cs","370","            m_DscQuery.PutItem(LogicalAcqPassTokens.LAPTYPE, -1, DscQueryType_t.DSC_QUERY_NOT_IN, new object[] { ""Composite"", ""MergeComposite"", ""WellComposite"" });"
"HzApplications\CMRTB\CMRTB_ComplexComponentController\CMRTB_ComplexComponentController.cs","CMRTB_ComplexComponentController.cs","600","            ISlbDscCollection darCollection ="
"HzApplications\CMRTB\CMRTB_ComplexComponentController\CMRTB_ComplexComponentController.cs","CMRTB_ComplexComponentController.cs","607","            ISlbDscCollection ensembleCollection ="
"HzApplications\CMRTB\CMRTB_ComplexComponentController\CMRTB_ComplexComponentController.cs","CMRTB_ComplexComponentController.cs","612","                m_DscQuery.PutItem(EnsembleTokens.WORKSPACEGUID, -1, DscQueryType_t.DSC_QUERY_EQUALTO, workspaceGuid);"
"HzApplications\CMRTB\CMRTB_ComplexComponentController\CMRTB_ComplexComponentController.cs","CMRTB_ComplexComponentController.cs","613","                m_DscQuery.PutItem(EnsembleTokens.ENSEMBLECODE, -1, DscQueryType_t.DSC_QUERY_EQUALTO, ""CMRS"");"
"HzApplications\CMRTB\CMRTB_ComplexComponentController\CMRTB_ComplexComponentController.cs","CMRTB_ComplexComponentController.cs","614","                m_DscQuery.PutItem(EnsembleTokens.TYPE, -1, DscQueryType_t.DSC_QUERY_EQUALTO, ""ENSEMBLE_TOOLELEMENT"");"
"HzApplications\CMRTB\CMRTB_ComplexComponentController\CMRTB_ComplexComponentController.cs","CMRTB_ComplexComponentController.cs","629","                m_DscQuery.PutItem(ParameterTokens.OSDDCODE, -1, DscQueryType_t.DSC_QUERY_EQUALTO, paramOSDD);"
"HzApplications\CMRTB\CMRTB_ComplexComponentController\CMRTB_ComplexComponentController.cs","CMRTB_ComplexComponentController.cs","630","                m_DscQuery.PutItem(ParameterTokens.ENTITYGUID, -1, DscQueryType_t.DSC_QUERY_EQUALTO, entityGuid);"
"HzApplications\CMRTB\CMRTB_ComplexComponentController\CMRTB_ComplexComponentController.cs","CMRTB_ComplexComponentController.cs","668","            ISlbDscCollection darCollection ="
"HzApplications\CMRTB\CMRTB_ComplexComponentController\CMRTB_ComplexComponentController.cs","CMRTB_ComplexComponentController.cs","675","            ISlbDscCollection ensembleCollection ="
"HzApplications\CMRTB\CMRTB_ComplexComponentController\CMRTB_ComplexComponentController.cs","CMRTB_ComplexComponentController.cs","680","                m_DscQuery.PutItem(EnsembleTokens.WORKSPACEGUID, -1, DscQueryType_t.DSC_QUERY_EQUALTO, workspaceGuid);"
"HzApplications\CMRTB\CMRTB_ComplexComponentController\CMRTB_ComplexComponentController.cs","CMRTB_ComplexComponentController.cs","681","                m_DscQuery.PutItem(EnsembleTokens.ENSEMBLECODE, -1, DscQueryType_t.DSC_QUERY_EQUALTO, ""CMRS"");"
"HzApplications\CMRTB\CMRTB_ComplexComponentController\CMRTB_ComplexComponentController.cs","CMRTB_ComplexComponentController.cs","682","                m_DscQuery.PutItem(EnsembleTokens.TYPE, -1, DscQueryType_t.DSC_QUERY_EQUALTO, ""ENSEMBLE_TOOLELEMENT"");"
"HzApplications\CMRTB\CMRTB_ComplexComponentController\CMRTB_ComplexComponentController.cs","CMRTB_ComplexComponentController.cs","696","                m_DscQuery.PutItem(ParameterTokens.OSDDCODE, -1, DscQueryType_t.DSC_QUERY_EQUALTO, paramOSDD);"
"HzApplications\CMRTB\CMRTB_ComplexComponentController\CMRTB_ComplexComponentController.cs","CMRTB_ComplexComponentController.cs","697","                m_DscQuery.PutItem(ParameterTokens.ENTITYGUID, -1, DscQueryType_t.DSC_QUERY_EQUALTO, entityGuid);"
"HzApplications\CMRTB\CMRTB_CustomTables\CmrDataProviderUtility.cs","CmrDataProviderUtility.cs","41","            ISlbDscLogicalAcqPassCollection lapColl,"
"HzApplications\CMRTB\CMRTB_CustomTables\CmrDataProviderUtility.cs","CmrDataProviderUtility.cs","42","            ISlbWellLogDocument wld,"
"HzApplications\CMRTB\CMRTB_CustomTables\CmrDataProviderUtility.cs","CmrDataProviderUtility.cs","70","            DscQuery dscQuery = new DscQuery();"
"HzApplications\CMRTB\CMRTB_CustomTables\CmrDataProviderUtility.cs","CmrDataProviderUtility.cs","71","            dscQuery.PutItem(LogicalAcqPassTokens.ACQDOMAINTYPE, -1, DscQueryType_t.DSC_QUERY_EQUALTO, currentLapDomain);"
"HzApplications\CMRTB\CMRTB_CustomTables\CmrDataProviderUtility.cs","CmrDataProviderUtility.cs","72","            dscQuery.PutItem(LogicalAcqPassTokens.DARGUID, -1, DscQueryType_t.DSC_QUERY_EQUALTO, currentDarGuid);"
"HzApplications\CMRTB\CMRTB_CustomTables\CmrDataProviderUtility.cs","CmrDataProviderUtility.cs","105","            ISlbDscParameterCollection m_ParamCollection = null;"
"HzApplications\CMRTB\CMRTB_CustomTables\CmrDataProviderUtility.cs","CmrDataProviderUtility.cs","106","            m_ParamCollection = wld.GetCollection(DscDocumentCollectionTokens.DSC_COL_PARAMETER, false) as ISlbDscParameterCollection;"
"HzApplications\CMRTB\CMRTB_CustomTables\CmrDataProviderUtility.cs","CmrDataProviderUtility.cs","113","                DscQuery paramQuery = new DscQuery();"
"HzApplications\CMRTB\CMRTB_CustomTables\CmrDataProviderUtility.cs","CmrDataProviderUtility.cs","114","                paramQuery.PutItem(ParameterTokens.OSDDCODE, -1, DscQueryType_t.DSC_QUERY_EQUALTO, reportName);"
"HzApplications\CMRTB\CMRTB_CustomTables\CmrDataProviderUtility.cs","CmrDataProviderUtility.cs","120","            dscQuery.ClearAll();"
"HzApplications\CMRTB\CMRTB_CustomTables\CmrDataProviderUtility.cs","CmrDataProviderUtility.cs","123","            ISlbDscEnsembleCollection ensembleCollection ="
"HzApplications\CMRTB\CMRTB_CustomTables\CmrDataProviderUtility.cs","CmrDataProviderUtility.cs","124","                wld.GetCollection(DscDocumentCollectionTokens.DSC_COL_ENSEMBLE, false) as ISlbDscEnsembleCollection;"
"HzApplications\CMRTB\CMRTB_CustomTables\CmrDataProviderUtility.cs","CmrDataProviderUtility.cs","128","                dscQuery.PutItem(EnsembleTokens.WORKSPACEGUID, -1, DscQueryType_t.DSC_QUERY_EQUALTO, workSpaceGuid);"
"HzApplications\CMRTB\CMRTB_CustomTables\CmrDataProviderUtility.cs","CmrDataProviderUtility.cs","129","                dscQuery.PutItem(EnsembleTokens.ENSEMBLECODE, -1, DscQueryType_t.DSC_QUERY_EQUALTO, ""CMRS"");"
"HzApplications\CMRTB\CMRTB_CustomTables\CmrDataProviderUtility.cs","CmrDataProviderUtility.cs","130","                dscQuery.PutItem(EnsembleTokens.TYPE, -1, DscQueryType_t.DSC_QUERY_EQUALTO, ""ENSEMBLE_TOOLELEMENT"");"
"HzApplications\CMRTB\CMRTB_CustomTables\ParameterListTableProperty.cs","ParameterListTableProperty.cs","169","                ISlbDscCollection pLAPColl = null;"
"HzApplications\CMRTB\CMRTB_CustomTables\PostLFSTLowerTableDataProvider.cs","PostLFSTLowerTableDataProvider.cs","60","        private ISlbWellLogDocument m_Wld = null;"
"HzApplications\CMRTB\CMRTB_CustomTables\PostLFSTLowerTableDataProvider.cs","PostLFSTLowerTableDataProvider.cs","62","        public ISlbDscLogicalAcqPassCollection m_LAPColl;"
"HzApplications\CMRTB\CMRTB_CustomTables\PostLFSTLowerTableDataProvider.cs","PostLFSTLowerTableDataProvider.cs","75","        public DSClients.ISlbWellLogDocument WellLogDocument"
"HzApplications\CMRTB\CMRTB_CustomTables\PostLFSTLowerTableViewer.cs","PostLFSTLowerTableViewer.cs","60","            ((PostLFSTLowerTableDataProvider)m_TableDataProvider).WellLogDocument = this.GetDocument(""Well_Log_Document"") as ISlbWellLogDocument;"
"HzApplications\CMRTB\CMRTB_CustomTables\PostLFSTLowerTableViewer.cs","PostLFSTLowerTableViewer.cs","62","            ((PostLFSTLowerTableDataProvider)m_TableDataProvider).m_LAPColl = this.m_LAPColl as ISlbDscLogicalAcqPassCollection;"
"HzApplications\CMRTB\CMRTB_CustomTables\PostLFSTUpperTableDataProvider.cs","PostLFSTUpperTableDataProvider.cs","60","        private ISlbWellLogDocument m_Wld = null;"
"HzApplications\CMRTB\CMRTB_CustomTables\PostLFSTUpperTableDataProvider.cs","PostLFSTUpperTableDataProvider.cs","61","        private DscQuery m_DscQuery;"
"HzApplications\CMRTB\CMRTB_CustomTables\PostLFSTUpperTableDataProvider.cs","PostLFSTUpperTableDataProvider.cs","63","        public ISlbDscLogicalAcqPassCollection m_LAPColl;"
"HzApplications\CMRTB\CMRTB_CustomTables\PostLFSTUpperTableDataProvider.cs","PostLFSTUpperTableDataProvider.cs","69","            m_DscQuery = new DscQuery();"
"HzApplications\CMRTB\CMRTB_CustomTables\PostLFSTUpperTableDataProvider.cs","PostLFSTUpperTableDataProvider.cs","72","        public DSClients.ISlbWellLogDocument WellLogDocument"
"HzApplications\CMRTB\CMRTB_CustomTables\PostLFSTUpperTableViewer.cs","PostLFSTUpperTableViewer.cs","60","            ((PostLFSTUpperTableDataProvider)m_TableDataProvider).WellLogDocument = this.GetDocument(""Well_Log_Document"") as ISlbWellLogDocument;"
"HzApplications\CMRTB\CMRTB_CustomTables\PostLFSTUpperTableViewer.cs","PostLFSTUpperTableViewer.cs","62","            ((PostLFSTUpperTableDataProvider)m_TableDataProvider).m_LAPColl = this.m_LAPColl as ISlbDscLogicalAcqPassCollection;"
"HzApplications\CMRTB\CMRTB_CustomTables\PreLFSTLowerTableDataProvider.cs","PreLFSTLowerTableDataProvider.cs","60","        private ISlbWellLogDocument m_Wld = null;"
"HzApplications\CMRTB\CMRTB_CustomTables\PreLFSTLowerTableDataProvider.cs","PreLFSTLowerTableDataProvider.cs","61","        private DscQuery m_DscQuery;"
"HzApplications\CMRTB\CMRTB_CustomTables\PreLFSTLowerTableDataProvider.cs","PreLFSTLowerTableDataProvider.cs","63","        public ISlbDscLogicalAcqPassCollection m_LAPColl;"
"HzApplications\CMRTB\CMRTB_CustomTables\PreLFSTLowerTableDataProvider.cs","PreLFSTLowerTableDataProvider.cs","76","            m_DscQuery = new DscQuery();"
"HzApplications\CMRTB\CMRTB_CustomTables\PreLFSTLowerTableDataProvider.cs","PreLFSTLowerTableDataProvider.cs","79","        public DSClients.ISlbWellLogDocument WellLogDocument"
"HzApplications\CMRTB\CMRTB_CustomTables\PreLFSTLowerTableViewer.cs","PreLFSTLowerTableViewer.cs","60","            ((PreLFSTLowerTableDataProvider)m_TableDataProvider).WellLogDocument = this.GetDocument(""Well_Log_Document"") as ISlbWellLogDocument;"
"HzApplications\CMRTB\CMRTB_CustomTables\PreLFSTLowerTableViewer.cs","PreLFSTLowerTableViewer.cs","62","            ((PreLFSTLowerTableDataProvider)m_TableDataProvider).m_LAPColl = this.m_LAPColl as ISlbDscLogicalAcqPassCollection;"
"HzApplications\CMRTB\CMRTB_CustomTables\PreLFSTUpperTableDataProvider.cs","PreLFSTUpperTableDataProvider.cs","60","        private ISlbWellLogDocument m_Wld = null;"
"HzApplications\CMRTB\CMRTB_CustomTables\PreLFSTUpperTableDataProvider.cs","PreLFSTUpperTableDataProvider.cs","61","        private DscQuery m_DscQuery;"
"HzApplications\CMRTB\CMRTB_CustomTables\PreLFSTUpperTableDataProvider.cs","PreLFSTUpperTableDataProvider.cs","63","        public ISlbDscLogicalAcqPassCollection m_LAPColl;"
"HzApplications\CMRTB\CMRTB_CustomTables\PreLFSTUpperTableDataProvider.cs","PreLFSTUpperTableDataProvider.cs","69","            m_DscQuery = new DscQuery();"
"HzApplications\CMRTB\CMRTB_CustomTables\PreLFSTUpperTableDataProvider.cs","PreLFSTUpperTableDataProvider.cs","72","        public DSClients.ISlbWellLogDocument WellLogDocument"
"HzApplications\CMRTB\CMRTB_CustomTables\PreLFSTUpperTableViewer.cs","PreLFSTUpperTableViewer.cs","60","            ((PreLFSTUpperTableDataProvider)m_TableDataProvider).WellLogDocument = this.GetDocument(""Well_Log_Document"") as ISlbWellLogDocument;"
"HzApplications\CMRTB\CMRTB_CustomTables\PreLFSTUpperTableViewer.cs","PreLFSTUpperTableViewer.cs","62","            ((PreLFSTUpperTableDataProvider)m_TableDataProvider).m_LAPColl = this.m_LAPColl as ISlbDscLogicalAcqPassCollection;"
"HzApplications\CMRTB\CMRTB_CustomTables\StationSummaryTableDataProvider.cs","StationSummaryTableDataProvider.cs","61","        private ISlbWellLogDocument m_Wld = null;"
"HzApplications\CMRTB\CMRTB_CustomTables\StationSummaryTableDataProvider.cs","StationSummaryTableDataProvider.cs","62","        private DscQuery m_DscQuery;"
"HzApplications\CMRTB\CMRTB_CustomTables\StationSummaryTableDataProvider.cs","StationSummaryTableDataProvider.cs","67","        private ISlbDscCollection m_LapColl = null;"
"HzApplications\CMRTB\CMRTB_CustomTables\StationSummaryTableDataProvider.cs","StationSummaryTableDataProvider.cs","68","        private ISlbDscSummaryRecordCollection m_SumRecColl = null;"
"HzApplications\CMRTB\CMRTB_CustomTables\StationSummaryTableDataProvider.cs","StationSummaryTableDataProvider.cs","81","            m_DscQuery = new DscQuery();"
"HzApplications\CMRTB\CMRTB_CustomTables\StationSummaryTableDataProvider.cs","StationSummaryTableDataProvider.cs","84","        public DSClients.ISlbWellLogDocument WellLogDocument"
"HzApplications\CMRTB\CMRTB_CustomTables\StationSummaryTableDataProvider.cs","StationSummaryTableDataProvider.cs","110","                    DscSort sortObj = new DscSort();"
"HzApplications\CMRTB\CMRTB_CustomTables\StationSummaryTableDataProvider.cs","StationSummaryTableDataProvider.cs","111","                    sortObj.PutItem(SummaryRecordTokens.CREATEDATE, -1, CollectionSortingOrder_t.SORTING_ORDER_ASCENDING);"
"HzApplications\CMRTB\CMRTB_CustomTables\StationSummaryTableDataProvider.cs","StationSummaryTableDataProvider.cs","115","                        as ISlbDscSummaryRecordCollection;"
"HzApplications\CMRTB\CMRTB_CustomTables\StationSummaryTableDataProvider.cs","StationSummaryTableDataProvider.cs","121","                        m_DscQuery.PutItem(SummaryRecordTokens.OSDDCODE, -1, DscQueryType_t.DSC_QUERY_EQUALTO, ""CMR_STATION"");"
"HzApplications\CMRTB\CMRTB_CustomTables\StationSummaryTableDataProvider.cs","StationSummaryTableDataProvider.cs","125","                        m_LapColl = m_Wld.GetCollection(DscDocumentCollectionTokens.DSC_COL_LOGICAL_ACQ_PASS, false) as ISlbDscCollection;"
"HzApplications\CMRTB\CMRTB_CustomTables\StationSummaryTableDataProvider.cs","StationSummaryTableDataProvider.cs","127","                        DscQuery lapDscQuery = new DscQuery();"
"HzApplications\CMRTB\CMRTB_CustomTables\StationSummaryTableDataProvider.cs","StationSummaryTableDataProvider.cs","130","                            lapDscQuery.PutItem(LogicalAcqPassTokens.ACQDOMAINTYPE, -1, DscQueryType_t.DSC_QUERY_EQUALTO, ""DOMAIN_STATION"");"
"HzApplications\CMRTB\CMRTB_CustomTables\StationSummaryTableDataProvider.cs","StationSummaryTableDataProvider.cs","131","                            lapDscQuery.PutItem(LogicalAcqPassTokens.LAPSTATUSTYPE, -1, DscQueryType_t.DSC_QUERY_IN, LapStatusArray);"
"HzApplications\CMRTB\CMRTB_CustomTables\StationSummaryTableDataProvider.cs","StationSummaryTableDataProvider.cs","135","                                lapDscQuery.PutItem(LogicalAcqPassTokens.DARGUID, -1, DscQueryType_t.DSC_QUERY_EQUALTO, sEntityGUID);"
"HzApplications\CMRTB\CMRTB_CustomTables\StationSummaryTableDataProvider.cs","StationSummaryTableDataProvider.cs","140","                            m_DscQuery.PutItem(SummaryRecordTokens.LAPGUID, -1, DscQueryType_t.DSC_QUERY_IN, lapArray);"
"HzApplications\CMRTB\CMRTB_CustomTables\StationSummaryTableDataProvider.cs","StationSummaryTableDataProvider.cs","148","                    ISlbDscCollection m_ParamCollection = null;"
"HzApplications\CMRTB\CMRTB_CustomTables\StationSummaryTableDataProvider.cs","StationSummaryTableDataProvider.cs","149","                    m_ParamCollection = m_Wld.GetCollection(DscDocumentCollectionTokens.DSC_COL_PARAMETER, false) as ISlbDscCollection;"
"HzApplications\CMRTB\CMRTB_CustomTables\StationSummaryTableDataProvider.cs","StationSummaryTableDataProvider.cs","154","                        sortObj.PutItem(ParameterTokens.CREATEDATE, -1, CollectionSortingOrder_t.SORTING_ORDER_ASCENDING);"
"HzApplications\CMRTB\CMRTB_CustomTables\StationSummaryTableDataProvider.cs","StationSummaryTableDataProvider.cs","159","                            m_DscQuery.PutItem(ParameterTokens.OSDDCODE, -1, DscQueryType_t.DSC_QUERY_EQUALTO, ""LOG_MODE_CMR"");"
"HzApplications\CMRTB\CMRTB_CustomTables\StationSummaryTableDataProvider.cs","StationSummaryTableDataProvider.cs","167","                            ISlbDscDataAcquisitionRunCollection darCollection ="
"HzApplications\CMRTB\CMRTB_CustomTables\StationSummaryTableDataProvider.cs","StationSummaryTableDataProvider.cs","168","                                m_Wld.GetCollection(DscDocumentCollectionTokens.DSC_COL_DATA_ACQUISITION_RUN, false) as ISlbDscDataAcquisitionRunCollection;"
"HzApplications\CMRTB\CMRTB_CustomTables\StationSummaryTableDataProvider.cs","StationSummaryTableDataProvider.cs","174","                            ISlbDscEnsembleCollection ensembleCollection ="
"HzApplications\CMRTB\CMRTB_CustomTables\StationSummaryTableDataProvider.cs","StationSummaryTableDataProvider.cs","175","                                m_Wld.GetCollection(DscDocumentCollectionTokens.DSC_COL_ENSEMBLE, false) as ISlbDscEnsembleCollection;"
"HzApplications\CMRTB\CMRTB_CustomTables\StationSummaryTableDataProvider.cs","StationSummaryTableDataProvider.cs","176","                            m_DscQuery.PutItem(EnsembleTokens.WORKSPACEGUID, -1, DscQueryType_t.DSC_QUERY_EQUALTO, workspaceGuid);"
"HzApplications\CMRTB\CMRTB_CustomTables\StationSummaryTableDataProvider.cs","StationSummaryTableDataProvider.cs","177","                            m_DscQuery.PutItem(EnsembleTokens.ENSEMBLECODE, -1, DscQueryType_t.DSC_QUERY_EQUALTO, ""CMRS"");"
"HzApplications\CMRTB\CMRTB_CustomTables\StationSummaryTableDataProvider.cs","StationSummaryTableDataProvider.cs","178","                            m_DscQuery.PutItem(EnsembleTokens.TYPE, -1, DscQueryType_t.DSC_QUERY_EQUALTO, ""ENSEMBLE_TOOLELEMENT"");"
"HzApplications\CMRTB\CMRTB_CustomTables\StationSummaryTableDataProvider.cs","StationSummaryTableDataProvider.cs","182","                            m_DscQuery.PutItem(ParameterTokens.OSDDCODE, -1, DscQueryType_t.DSC_QUERY_EQUALTO, ""LOG_MODE_CMR"");"
"HzApplications\CMRTB\CMRTB_CustomTables\StationSummaryTableDataProvider.cs","StationSummaryTableDataProvider.cs","183","                            m_DscQuery.PutItem(ParameterTokens.ENTITYGUID, -1, DscQueryType_t.DSC_QUERY_IN, ensembleGuids );"
"HzApplications\CMRTB\CMRTB_CustomTables\StationSummaryTableViewer.cs","StationSummaryTableViewer.cs","60","            ((StationSummaryTableDataProvider)m_TableDataProvider).WellLogDocument = this.GetDocument(""Well_Log_Document"") as ISlbWellLogDocument;"
