FileName, AdjustedDuplicateLOC
AutoUATest\WebService\ToolExcludedWebService\Areas\HelpPage\SampleGeneration\HelpPageSampleKey.cs,75
AutoUATest\WebService\ToolExcludedWebService\Areas\HelpPage\SampleGeneration\ObjectGenerator.cs,374
AutoUATest\WebService\ToolExcludedWebService\Areas\HelpPage\XmlDocumentationProvider.cs,36
Build\Scripts\Cloud\ThirdParty\unxutils\usr\local\include\FlexLexer.h,42
Build\Scripts\Production\ThirdParty\unxutils\usr\local\include\FlexLexer.h,42
Build\Tools\DepWalkerTools\Tests\VSParserWrapperTest\VSParserWrapperSlnParsingTester.cs,78
Build\Tools\Editor\LocalSystemBrowser.cs,8
Build\Tools\Editor\Program.cs,9
Build\Tools\Editor\TargetMachineBrowser.cs,8
Build\Tools\MaxwellCheckinPolicy\Main\MaxwellCodeReviewPolicy\MaxwellCodeReviewPolicyCoreTest\HasKeyReviewerRuleTest.cs,18
Build\Tools\MaxwellCheckinPolicy\Main\MaxwellCodeReviewPolicy\MaxwellCodeReviewPolicyCoreTest\PolicyBasedOnCodeReviewRequestTest.cs,869
Build\Tools\MaxwellCheckinPolicy\Main\MaxwellCodeReviewPolicy\MaxwellCodeReviewPolicyCoreTest\PolicyBasedOnMaxwellCodeReviewTest.cs,826
Build\Tools\MaxwellCheckinPolicy\Main\MaxwellCodeReviewPolicy\MaxwellCodeReviewPolicyCoreTest\TestWorkItemProxy.cs,10
Build\Tools\MaxwellCheckinPolicy\Main\MaxwellCodeReviewPolicy\MaxwellCodeReviewPolicyForVS2008\DefaultWorkItemProxy.cs,8
Build\Tools\MaxwellCheckinPolicy\Main\MaxwellCodeReviewPolicy\MaxwellCodeReviewPolicyForVS2012\CodeReviewRequestPolicy.cs,32
Build\Tools\MaxwellCheckinPolicy\MaxwellCodeReviewPolicyV2\MaxwellCodeReviewPolicy\MaxwellCodeReviewPolicyCoreTest\CodeReviewPolicyRunnerTest.cs,46
Build\Tools\MaxwellCheckinPolicy\MaxwellCodeReviewPolicyV2\MaxwellCodeReviewPolicy\MaxwellCodeReviewPolicyCoreTest\TestWorkItemProxy.cs,10
Build\Tools\MaxwellCheckinPolicy\MaxwellCodeReviewPolicyV2\MaxwellCodeReviewPolicy\MaxwellCodeReviewPolicyForVS2008\DefaultWorkItemProxy.cs,8
Build\Tools\MaxwellCheckinPolicy\MaxwellCodeReviewPolicyV2\MaxwellCodeReviewPolicy\MaxwellCodeReviewPolicyForVS2008\MaxwellCodeReviewPolicyForVS2008.cs,9
Build\Tools\MaxwellCheckinPolicy\MaxwellCodeReviewPolicyV2\MaxwellCodeReviewPolicy\MaxwellCodeReviewPolicyForVS2008\Util.cs,36
Build\Tools\MaxwellCheckinPolicy\MaxwellCodeReviewPolicyV2\MaxwellCodeReviewPolicy\MaxwellCodeReviewPolicyForVS2012\CodeReviewRequestPolicy.cs,32
Build\Tools\MaxwellCheckinPolicy\MaxwellCodeReviewPolicyV2\MaxwellCodeReviewPolicy\MaxwellCodeReviewPolicyForVS2012\MaxwellCodeReviewPolicy.cs,9
Build\Tools\MaxwellCheckinPolicy\MaxwellCodeReviewPolicyV2\MaxwellCodeReviewPolicy\MaxwellCodeReviewPolicyForVS2012\Util.cs,36
Build\Tools\Splitter\Splitter.cs,9
CI\Tool\CITestManagementTools\Tests\MSTest\CITestResultAnalyzerWorkerTester.cs,216
CI\Tool\CodeMetricsWeb\Model\Generated\SQL.cs,1556
CI\Tool\CodeMetricsWeb\Model\MetricTypes\AllTestCoverage.cs,46
CI\Tool\CodeMetricsWeb\Model\MetricTypes\AutoDVTestCoverage.cs,21
CI\Tool\CodeMetricsWeb\Model\MetricTypes\AutoUIDVTestCoverage.cs,46
CI\Tool\CodeMetricsWeb\Model\MetricTypes\AutoUITestCoverage.cs,46
CI\Tool\CodeMetricsWeb\Model\MetricTypes\CodeHotspotRating.cs,11
CI\Tool\CodeMetricsWeb\Model\MetricTypes\CountCodeWarmSpotRating.cs,20
CI\Tool\CodeMetricsWeb\Model\MetricTypes\CountHotspotRating.cs,20
CI\Tool\CodeMetricsWeb\Model\MetricTypes\DSCViolations.cs,8
CI\Tool\CodeMetricsWeb\Model\MetricTypes\IntegrationTestCoverage.cs,46
CI\Tool\CodeMetricsWeb\Model\MetricTypes\LayerViolation.cs,10
CI\Tool\CodeMetricsWeb\Model\MetricTypes\MicroTestCoverage.cs,46
CI\Tool\CodeMetricsWeb\Model\MetricTypes\UnpublishedAPI.cs,10
CI\Tool\CodeMetricsWeb\Model\MetricTypes\WorkflowSpecificReferences.cs,8
CI\Tool\CodeMetricsWeb\Web\TrendLine.aspx.cs,93
CI\Tool\CodeMetricsWeb\Web\TrendLineComponents.aspx.cs,111
CI\Tool\CodeMetricsWeb\Web\TrendLineSubComponents.aspx.cs,72
CI\Tool\CodeMetricsWeb\Web\TrendPerTeamLine.aspx.cs,31
CI\Tool\CoverageReportGenerator_1.9.0.0\src\ReportGenerator\Parser\PartCover22Parser.cs,9
CI\Tool\CoverageReportGenerator_1.9.0.0\src\ReportGenerator\Parser\PartCover23Parser.cs,9
CI\Tool\CoverageReportGenerator_1.9.0.0\src\ReportGenerator\Parser\Preprocessing\PartCover22ReportPreprocessor.cs,9
CI\Tool\CoverageReportGenerator_1.9.0.0\src\ReportGenerator\Parser\Preprocessing\PartCover23ReportPreprocessor.cs,9
CI\Tool\MWCIUtility\MSTest\MWCIUtilityTester\NantTaskUtilityTester.cs,30
CI\Tool\PatchTool\HzPatchCommonLib\CommonUtil.cs,8
CI\Tool\PatchTool\HzPatchCustomAction\CustomAction.cs,27
CI\Tool\PatchTool\WixTemplateGen\WixTemplateGen.cs,10
CI\Tool\WixTools\ManifestGen\ManifestGen.cs,7
CI\Tool\WixTools\WxsFileGenerator\WxsFileGenerator.cs,10
ExternalSource\DotNetZip\ZipPartialDLL\LongPathSupport\Directory.cs,84
ExternalSource\DotNetZip\ZipPartialDLL\LongPathSupport\File.cs,52
ExternalSource\DotNetZip\ZipPartialDLL\LongPathSupport\NativeMethods.cs,61
ExternalSource\DotNetZip\ZipPartialDLL\LongPathSupport\Path.cs,55
ExternalSource\DotNetZip\ZipPartialDLL\LongPathSupport\Utility.cs,51
ExternalSource\DotNetZip\ZipPartialDLL\Resources\CommandLineSelfExtractorStub.cs,13
ExternalSource\DotNetZip\ZipPartialDLL\Resources\WinFormsSelfExtractorStub.cs,13
ExternalSource\DotNetZip\ZipPartialDLL\ZipDirEntry.cs,52
ExternalSource\DotNetZip\ZipPartialDLL\ZipDirEntry_flymake.cs,52
ExternalSource\Expat\asciitab.h,14
ExternalSource\Expat\iasciitab.h,14
ExternalSource\Expat\nametab.h,24
ExternalSource\RP66\rp66a\e66_enum_utils.cc,20
ExternalSource\RP66\rp66a\e66_executive.hh,96
ExternalSource\RP66\rp66a\e66_msg.cc,24
ExternalSource\RP66\rp66a\e66_repcodes.cc,2588
ExternalSource\RP66\rp66a\f66_device.cc,14
ExternalSource\RP66\rp66a\f66_format.cc,306
ExternalSource\RP66\rp66a\r66_any_iflr.hh,12
ExternalSource\RP66\rp66a\r66_attribute.cc,202
ExternalSource\RP66\rp66a\r66_attribute.hh,32
ExternalSource\RP66\rp66a\r66_channel_data.cc,16
ExternalSource\RP66\rp66a\r66_channel_data.hh,53
ExternalSource\RP66\rp66a\r66_dynamic.hh,118
ExternalSource\RP66\rp66a\r66_frame_coordinate_data.hh,96
ExternalSource\RP66\rp66a\r66_iflr.hh,118
ExternalSource\RP66\rp66a\r66_logical_file.cc,81
ExternalSource\RP66\rp66a\r66_logical_file.hh,13
ExternalSource\RP66\rp66a\r66_passive.hh,12
ExternalSource\RP66\rp66a\r66_public_static.hh,64
ExternalSource\RP66\rp66a\r66_session.cc,31
ExternalSource\RP66\rp66a\r66_session.hh,59
ExternalSource\RP66\rp66a\r66_set.cc,77
ExternalSource\RP66\rp66a\r66_set.hh,8
ExternalSource\RP66\rp66a\r66_set_member.cc,118
ExternalSource\RP66\rp66a\r66_set_member.hh,56
ExternalSource\RP66\rp66a\r66_storage_set.cc,91
ExternalSource\RP66\rp66a\r66_storage_set.hh,47
ExternalSource\RP66\rp66a\r66_storage_unit.hh,26
ExternalSource\RP66\rp66a\r66_unknown_iflr.hh,12
ExternalSource\RP66\rp66a\r66_writable.hh,31
ExternalSource\RP66\rp66a\v66_connect_device.cc,178
ExternalSource\RP66\rp66a\v66_connect_device.hh,57
ExternalSource\RP66\rp66a\v66_file_device.cc,62
ExternalSource\RP66\rp66a\v66_file_device.hh,8
ExternalSource\RP66\rp66a\v66_rwwfile_device.hh,8
ExternalSource\RP66\rp66a\v66_tape_device.cc,37
ExternalSource\RP66\rp66a\v66_tcpip_device.cc,178
ExternalSource\RP66\rp66a\v66_tcpip_device.hh,57
ExternalSource\RP66\rp66lib\rp66attribute.cpp,169
ExternalSource\RP66\rp66lib\Rp66COMLib\Rp66COMLib.h,42
ExternalSource\RP66\rp66lib\Rp66COMLib\SlbDLISAttribute.h,22
ExternalSource\RP66\rp66lib\Rp66COMLib\SlbDLISCompare.cpp,15
ExternalSource\RP66\rp66lib\Rp66COMLib\SlbDLISFrameExportOptions.h,8
ExternalSource\RP66\rp66lib\Rp66COMLib\SlbDLISSetExportOptions.h,8
ExternalSource\RP66\rp66lib\rp66file.cpp,1104
ExternalSource\RP66\rp66lib\rp66file_priv.cpp,229
ExternalSource\VLD\v223\include\vld.h,23
ExternalSource\VLD\v223\include\vld_def.h,9
ExternalSource\VLD\v223\src\callstack.cpp,157
ExternalSource\VLD\v223\src\callstack.h,23
ExternalSource\VLD\v223\src\criticalsection.h,20
ExternalSource\VLD\v223\src\crtmfcpatch.h,57
ExternalSource\VLD\v223\src\dllspatches.cpp,21
ExternalSource\VLD\v223\src\map.h,34
ExternalSource\VLD\v223\src\set.h,32
ExternalSource\VLD\v223\src\tree.h,164
ExternalSource\VLD\v223\src\utility.cpp,220
ExternalSource\VLD\v223\src\utility.h,37
ExternalSource\VLD\v223\src\vld.cpp,367
ExternalSource\VLD\v223\src\vld.h,23
ExternalSource\VLD\v223\src\vld_def.h,9
ExternalSource\VLD\v223\src\vld_hooks.cpp,318
ExternalSource\VLD\v223\src\vldapi.cpp,11
ExternalSource\VLD\v223\src\vldheap.cpp,25
ExternalSource\VLD\v223\src\vldheap.h,22
ExternalSource\VLD\v223\src\vldint.h,62
ExternalSource\VLD\v24c\include\vld.h,29
ExternalSource\VLD\v24c\include\vld_def.h,9
ExternalSource\VLD\v24c\src\callstack.cpp,157
ExternalSource\VLD\v24c\src\callstack.h,23
ExternalSource\VLD\v24c\src\criticalsection.h,20
ExternalSource\VLD\v24c\src\crtmfcpatch.h,57
ExternalSource\VLD\v24c\src\dllspatches.cpp,21
ExternalSource\VLD\v24c\src\map.h,34
ExternalSource\VLD\v24c\src\set.h,32
ExternalSource\VLD\v24c\src\tree.h,164
ExternalSource\VLD\v24c\src\utility.cpp,220
ExternalSource\VLD\v24c\src\utility.h,37
ExternalSource\VLD\v24c\src\vld.cpp,367
ExternalSource\VLD\v24c\src\vld.h,29
ExternalSource\VLD\v24c\src\vld_def.h,9
ExternalSource\VLD\v24c\src\vld_hooks.cpp,292
ExternalSource\VLD\v24c\src\vldapi.cpp,11
ExternalSource\VLD\v24c\src\vldheap.cpp,25
ExternalSource\VLD\v24c\src\vldheap.h,22
ExternalSource\VLD\v24c\src\vldint.h,62
ExternalSource\Witness\WitnessRemoteClient\SocketHelper.h,11
ExternalSource\Witness\WitnessRemoteClient\WitnessRemoteClient.cpp,11
HzAPI\BaseImpl\AccumTaskImpl.cpp,78
HzAPI\BaseImpl\AcqModuleImpl.cpp,57
HzAPI\BaseImpl\ActiveSurfaceEquipmentImpl.cpp,32
HzAPI\BaseImpl\AutoConfigDfModuleImpl.cpp,72
HzAPI\BaseImpl\AutoTest2\BaseImpl2_AutoTest\WlPowerControllerImplTest.cpp,268
HzAPI\BaseImpl\BusMasterImpl.cpp,97
HzAPI\BaseImpl\CalibrationImpl.cpp,15
HzAPI\BaseImpl\CaliComputationModuleImpl.cpp,46
HzAPI\BaseImpl\CmpModuleImpl.cpp,37
HzAPI\BaseImpl\CtsBusMasterBaseImpl.cpp,16
HzAPI\BaseImpl\CtsSimAdapterImpl.cpp,11
HzAPI\BaseImpl\CtsSimBusMasterBaseImpl.cpp,16
HzAPI\BaseImpl\CtsSimBusMasterImpl.cpp,11
HzAPI\BaseImpl\DnMSingleElementSegmentImpl.cpp,67
HzAPI\BaseImpl\DnMSingleElementToolImpl.cpp,142
HzAPI\BaseImpl\DnMSingleSegmentToolImpl.cpp,91
HzAPI\BaseImpl\DnMToolSegmentImpl.cpp,8
HzAPI\BaseImpl\DPointCatalogImpl.cpp,126
HzAPI\BaseImpl\EnsembleImpl.cpp,405
HzAPI\BaseImpl\GTest\BaseImpl_GTest\MetaEquipmentTest.cpp,16
HzAPI\BaseImpl\GTest\BaseImpl_GTest\ParameterImplTest.cpp,16
HzAPI\BaseImpl\GTest\BaseImpl_GTest\PowerSwitcherImplTest.cpp,99
HzAPI\BaseImpl\GTest\DomainObject_GTest\ConstraintsTest.cpp,48
HzAPI\BaseImpl\HSPMAcqModuleImpl.cpp,43
HzAPI\BaseImpl\HzXMLHelper.cpp,136
HzAPI\BaseImpl\MDSBAcqModuleImpl.cpp,8
HzAPI\BaseImpl\MDSBBusMasterImpl.cpp,7
HzAPI\BaseImpl\MDSBSimModuleImpl.cpp,8
HzAPI\BaseImpl\ParameterImpl.cpp,9
HzAPI\BaseImpl\ParameterModuleImpl.cpp,22
HzAPI\BaseImpl\RepresentationImpl.cpp,9
HzAPI\BaseImpl\RMChannelCatalogImpl.cpp,52
HzAPI\BaseImpl\SimBusMasterImpl.cpp,32
HzAPI\BaseImpl\SimModuleImpl.cpp,16
HzAPI\BaseImpl\SlbAppFileAccessor.cpp,10
HzAPI\BaseImpl\SlbMsgLogger.cpp,47
HzAPI\BaseImpl\SlotImpl.cpp,773
HzAPI\BaseImpl\StepImpl.cpp,11
HzAPI\BaseImpl\TaskDefImpl.cpp,25
HzAPI\BaseImpl\TaskImpl.cpp,23
HzAPI\BaseImpl\TelemetryConfigurationHelper.cpp,313
HzAPI\BaseImpl\TnDGroupTaskImpl.cpp,12
HzAPI\BaseImpl\TnDTaskImpl.cpp,28
HzAPI\BaseImpl\ToolControlTaskImpl.cpp,44
HzAPI\BaseImpl\ToolCtrlImpl.cpp,21
HzAPI\BaseImpl\ToolElementImpl.cpp,22
HzAPI\BaseImpl\UtilityImpl.cpp,85
HzAPI\BaseImpl\WizardTaskImpl.cpp,23
HzAPI\BaseImpl\WlSingleElementSegmentImpl.cpp,110
HzAPI\BaseImpl\WlSingleElementToolImpl.cpp,116
HzAPI\BaseImpl\WlSingleSegmentToolImpl.cpp,91
HzAPI\BaseImpl\WlToolSegmentImpl.cpp,8
HzAPI\Include\AccumModuleImpl.h,227
HzAPI\Include\AccumTaskImpl.h,19
HzAPI\Include\AcqMessage.h,8
HzAPI\Include\AcqModuleImpl.h,15
HzAPI\Include\CalibrationImpl.h,24
HzAPI\Include\CmpModuleImpl.h,28
HzAPI\Include\CtsAcqModuleImpl.h,8
HzAPI\Include\CtsSimModuleImpl.h,8
HzAPI\Include\DnMSingleElementSegmentImpl.h,75
HzAPI\Include\DnMSingleElementToolImpl.h,63
HzAPI\Include\DnMSingleSegmentToolImpl.h,37
HzAPI\Include\DnMToolElementImpl.h,30
HzAPI\Include\DnMToolImpl.h,12
HzAPI\Include\DnMToolSegmentImpl.h,35
HzAPI\Include\DPointCatalogImpl.h,41
HzAPI\Include\DTSClientImpl.h,8
HzAPI\Include\EnsembleImpl.h,372
HzAPI\Include\ParameterImpl.h,26
HzAPI\Include\RepresentationImpl.h,20
HzAPI\Include\SimModuleImpl.h,20
HzAPI\Include\SimUISupportImpl.h,9
HzAPI\Include\SlbMsgLogger.h,37
HzAPI\Include\SlotImpl.h,214
HzAPI\Include\SurfaceEquipmentImpl.h,9
HzAPI\Include\TaskImpl.h,8
HzAPI\Include\TelemetryConfigurationHelper.h,206
HzAPI\Include\TFFModuleImpl.h,14
HzAPI\Include\ToolControlTaskImpl.h,116
HzAPI\Include\ToolCtrlImpl.h,25
HzAPI\Include\ToolElementImpl.h,16
HzAPI\Include\UtilityImpl2.h,102
HzAPI\Include\WizardTaskImpl.h,27
HzAPI\Include\WlSingleElementSegmentImpl.h,44
HzAPI\Include\WlSingleElementToolImpl.h,74
HzAPI\Include\WlSingleSegmentToolImpl.h,39
HzAPI\Include\WlToolElementImpl.h,9
HzAPI\Include\WlToolImpl.h,12
HzAPI\Include\WlToolSegmentImpl.h,44
HzAPI\Interface\Accumulation.h,7
HzAPI\Interface\AcqModule.h,10
HzAPI\Interface\BusMaster.h,28
HzAPI\Interface\DownholeCompositeEquipment.h,8
HzAPI\Interface\DPointCatalog.h,84
HzAPI\Interface\ParameterSlot.h,523
HzAPI\Interface\SimBusMaster.h,9
HzAPI\Interface\Slot.h,93
HzAPI\Interface\SurfaceEquipment.h,9
HzAPI\Interface\ToolCtrl.h,10
HzAPI\Interface\ToolElement.h,25
HzAPI\Interface\ToolSegment.h,8
HzAPI\Interface\ToolString.h,14
HzAPI\Interface\Wafe.h,19
HzAPI\Mock\MockFrontEnd.h,14
HzAPI\Mock\MockIDataPort.h,14
HzAPI\Mock\MockISlbAcqModule.h,29
HzAPI\Mock\MockISlbAcqParameterOutputSlotFwk.h,19
HzAPI\Mock\MockISlbBusMaster.h,29
HzAPI\Mock\MockISlbDnMToolElementFwk.h,8
HzAPI\Mock\MockISlbDPointCatalogFwk.h,168
HzAPI\Mock\MockISlbEnsemble.h,252
HzAPI\Mock\MockISlbEnsembleFwk.h,105
HzAPI\Mock\MockISlbSlotInputFwk.h,11
HzAPI\Mock\MockISlbSlotOutputFwk.h,8
HzAPI\Mock\MockISlbSurfaceEquipment.h,187
HzAPI\Mock\MockISlbSwitcher.h,1006
HzAPI\Mock\MockISlbTool.h,181
HzAPI\Mock\MockISlbToolConfigurationBuilder.h,8
HzAPI\Mock\MockISlbToolElement.h,92
HzAPI\Mock\MockISlbToolSegment.h,21
HzAPI\Mock\MockISlbToolSegmentConfigurationBuilder.h,172
HzAPI\Mock\MockISlbToolString.h,36
HzAPI\Mock\MockISlbWlTool.h,351
HzAPI\Mock\MockISlbWlToolSegmentEnsemble.h,144
HzAPI\SystemMonitorInterfaces\Definition\Components.cs,46
HzApplications\ACTiveCT\PTC\ACTiveCT_GTest\gTestCommon\ACTiveCT_UnitTestDataModelString.h,96
HzApplications\ACTiveCT\PTC\ACTiveCT_GTest\gTestCommon\ACTiveCT_UnitTestToolBase.cpp,21
HzApplications\ACTiveCT\PTC\ACTR\ACTR_gTest\ACTR_UnitTestRugTelem_SimImpl.cpp,11
HzApplications\ACTiveCT\PTC\ACTR\RugTelem\RugTelem_AcqModule.h,7
HzApplications\ACTiveCT\PTC\ACTR\RugTelem\RugTelem_SimImpl.h,14
HzApplications\ACTiveCT\PTC\ACTR\RugTelem\RugTelem_SimModule.h,7
HzApplications\ACTiveCT\PTC\ACTR\RugTelem\RugTelem_ToolElement.cpp,12
HzApplications\ACTiveCT\PTC\Common\ActsToolStringNames.cpp,7
HzApplications\ACTiveCT\PTC\Common\ToolStringHelper.cpp,7
HzApplications\ACTiveCT\PTC\DFLOx01\DFLOx01_DFBatteryUsageBaseImpl.cpp,10
HzApplications\ACTiveCT\PTC\DFLOx01\DFLOx01_DFBatteryUsageBaseImpl.h,10
HzApplications\ACTiveCT\PTC\DFLOx01\DFLOx01_SimModule.h,7
HzApplications\ACTiveCT\PTC\Equipment\DFLO_Tool.cpp,9
HzApplications\ACTiveCT\PTC\Equipment\PTC_Tool.cpp,9
HzApplications\ACTiveCT\PTC\gTest\gTestCommon\PTC_UnitTestActsSimImplBase.cpp,24
HzApplications\ACTiveCT\PTC\gTest\gTestDFLOx01\PTC_UnitTestSimDFLOx01.cpp,34
HzApplications\ACTiveCT\PTC\gTest\gTestIctsx01\PTC_UnitTestSimIctsx01.cpp,67
HzApplications\ACTiveCT\PTC\gTest\gTestIctsx02\PTC_UnitTestIctsx02GR_SimImpl.cpp,36
HzApplications\ACTiveCT\PTC\gTest\gTestIctsx02\PTC_UnitTestIctsx02PT_SimImpl.cpp,28
HzApplications\ACTiveCT\PTC\gTest\gTestIctsx02\PTC_UnitTestIctsx02TC_SimImpl.cpp,68
HzApplications\ACTiveCT\PTC\ICPFx01\ICPFx01M_AcqModule.cpp,8
HzApplications\ACTiveCT\PTC\ICPFx01\ICPFx01M_SimModule.cpp,24
HzApplications\ACTiveCT\PTC\ICPFx01\ICPFx01M_SimModule.h,8
HzApplications\ACTiveCT\PTC\ICPFx01\ICPFx01S_AcqModule.cpp,8
HzApplications\ACTiveCT\PTC\ICPFx01\ICPFx01S_SimModule.cpp,24
HzApplications\ACTiveCT\PTC\ICPFx01\ICPFx01S_SimModule.h,8
HzApplications\ACTiveCT\PTC\Ictsx01\Ictsx01_SimImpl.h,14
HzApplications\ACTiveCT\PTC\Ictsx01\Ictsx01_SimModule.h,7
HzApplications\ACTiveCT\PTC\Ictsx01\Ictsx01_ToolElement.cpp,12
HzApplications\ACTiveCT\PTC\Ictsx02\Ictsx02GR_AcqModule.h,7
HzApplications\ACTiveCT\PTC\Ictsx02\Ictsx02GR_SimImpl.h,13
HzApplications\ACTiveCT\PTC\Ictsx02\Ictsx02GR_SimModule.h,11
HzApplications\ACTiveCT\PTC\Ictsx02\Ictsx02PT_SimImpl.h,15
HzApplications\ACTiveCT\PTC\Ictsx02\Ictsx02PT_SimModule.h,11
HzApplications\ACTiveCT\PTC\Ictsx02\Ictsx02TC_AcqModule.h,7
HzApplications\ACTiveCT\PTC\Ictsx02\Ictsx02TC_SimImpl.h,28
HzApplications\ACTiveCT\PTC\Ictsx02\Ictsx02TC_SimModule.h,11
HzApplications\ACTiveCT\PTC\UI\MsTest\DFLO\DFLORTDSensorSamplesTest.cs,22
HzApplications\ACTiveCT\PTC\UI\MsTest\iControl\iControlPairingPanelTest.cs,16
HzApplications\ACTiveCT\PTC\UI\MsTest\iControl\iControlPerfUITest.cs,7
HzApplications\ACTiveCT\PTC\UI\MsTest\iControl\iControlPinValidationTest.cs,14
HzApplications\ACTiveCT\PTC\UI\MsTest\Ictsx02\TCLoadInitialUITest.cs,9
HzApplications\ACTiveCT\PTC\UI\MsTest\OptiFIRE_WIReD\OptiFireWiredConfigurationPanelTest.cs,7
HzApplications\ACTiveCT\PTC\UI\MsTest\OptiFIRE_WIReD\OptiFireWiredControlPanelViewModelTest.cs,7
HzApplications\ACTivePS\IOLA\Acquisition\IOLA_AcqModule.cpp,8
HzApplications\ACTivePS\IOLA\Acquisition\IOLA_AcqModule.h,9
HzApplications\ACTivePS\IOLA\Acquisition\PSTCBaseSequence.h,25
HzApplications\ACTivePS\IOLA\Acquisition\PSTCCanBusRateControl.cpp,27
HzApplications\ACTivePS\IOLA\Acquisition\PSTCCollectDownHoleToolString.cpp,7
HzApplications\ACTivePS\IOLA\Acquisition\PSTCStartUpManager.cpp,18
HzApplications\ACTivePS\IOLA\Acquisition\PSTCStringCheck.cpp,59
HzApplications\ACTivePS\IOLA\Common\PSTCHardware.h,82
HzApplications\ACTivePS\IOLA\Equipment\IOLA_PSTC_Element.h,7
HzApplications\ACTivePS\IOLA\Equipment\PSP_PSTC_Element_Common.h,8
HzApplications\ACTivePS\IOLA\gTest\Mock\PSPSRPCToolStrippedSerialNumber_UT.cpp,16
HzApplications\ACTivePS\IOLA\Simulation\IOLA_SimModule.cpp,29
HzApplications\ACTivePS\IOLA\Simulation\IOLA_SimModule.h,7
HzApplications\ACTivePS\IOLR\Equipment\IOLR_A_Tool.cpp,14
HzApplications\ACTivePS\IOLR\Task\IOLR_PowerOff200VMemTask.h,8
HzApplications\ACTivePS\IOLR\Task\IOLR_PowerOn200VMemTask.h,8
HzApplications\ACTivePS\IOLR\Task\IOLR_ReadTempExposureHistoryTask.h,32
HzApplications\ADN\ADN4\Density\ADN4DensityEVRModules.cpp,30
HzApplications\ADN\ADN4\Density\ADN4DensitySecModule.cpp,14
HzApplications\ADN\ADN4\Neutron\ADN4BipModuleImpl.h,24
HzApplications\ADN\ADN4\Neutron\ADN4TnphModuleImpl.h,17
HzApplications\ADN\ADN4\Neutron\ADN4TnphModules.cpp,24
HzApplications\ADN\ADN6C\Density\ADN6CDensityEVRModules.cpp,12
HzApplications\ADN\ADN6C\Density\ADN6DensitySecModule.cpp,7
HzApplications\ADN\ADN6C\Neutron\ADN6BipModuleImpl.h,25
HzApplications\ADN\ADN6C\Neutron\ADN6CTnphModules.cpp,24
HzApplications\ADN\ADN6C\Neutron\ADN6TnphModuleImpl.h,18
HzApplications\ADN\ADN8\Density\ADN8DensityEVRModules.cpp,9
HzApplications\ADN\ADN8\Equipment\ADN8ADSEElem.cpp,9
HzApplications\ADN\ADN8\Neutron\ADN8NeutronAppl.cpp,8
HzApplications\ADN\ADN8D\Density\ADN8DDensityEVRModules.cpp,9
HzApplications\ADN\ADN8D\Neutron\ADN8DNeutronAppl.cpp,8
HzApplications\ADN\Common\ADN_ToolBase.h,7
HzApplications\ADN\Common\ADN8xBipModuleImpl.h,23
HzApplications\ADN\Common\ADN8xTnphModule.h,15
HzApplications\ADN\Common\ADNBaseChannels.h,38
HzApplications\ADN\Common\ADNDepthFilterImpl.h,14
HzApplications\ADN\Common\ADNHSPMAcqModuleImpl.cpp,8
HzApplications\ADN\Common\ADNHSPMAcqModuleImpl.h,43
HzApplications\ADN\Common\ADNNcalModuleImpl.h,10
HzApplications\ADN\Common\ADNOrientationModuleImpl.h,33
HzApplications\ADN\Common\ADNPorosityModuleImpl.h,10
HzApplications\ADN\Common\ADNRhoModuleImplRt.h,9
HzApplications\ADN\Common\ADNToolElementImpl.cpp,10
HzApplications\ADN\ConversionModule\ADN_DLISCustomWriteModule.cpp,11
HzApplications\ADN\ConversionModule\ADNConversionModule.h,78
HzApplications\ADN\GraphicsModule\ADN.cpp,95
HzApplications\ADN\SADN8\Density\SADN8DensityEVRModules.cpp,30
HzApplications\ADN\SADN8\Density\SADN8DensitySecModule.cpp,7
HzApplications\ADN\SADN8\Equipment\SADN8ADSEElem.cpp,9
HzApplications\ADN\SADN8\Neutron\SADN8TnphModules.cpp,8
HzApplications\ADN\UnitTest\ADN8_GTest\ADN8_DataGeneratorsTest.cpp,16
HzApplications\ADN\UnitTest\ADN8D_GTest\ADN8D_DataGeneratorsTest.cpp,16
HzApplications\ADN\UnitTest\Helpers\ADN_HSPMAcqModuleTestHelper.h,39
HzApplications\ADT\Acquisition\ADT_FrequencyBlockCracker.cpp,8
HzApplications\ADT\Acquisition\ADT_FrequencyBlockCracker.h,8
HzApplications\ADT\Acquisition\ADT_GainCracker.cpp,7
HzApplications\ADT\Acquisition\ADT_GainCracker.h,7
HzApplications\ADT\ADT_Pro\adt_crim_inversion.cpp,63
HzApplications\ADT\ADT_Pro\adt_homo_models.cpp,117
HzApplications\ADT\ADT_Pro\adt_interface_mcinverse.h,13
HzApplications\ADT\ADT_Pro\adt_mdck_models.cpp,267
HzApplications\ADT\ADT_Pro\adt_radial_inversions.cpp,98
HzApplications\ADT\ADT_Pro\adt_utility_classes.cpp,52
HzApplications\ADT\ADT_Pro\adt_utility_classes.h,31
HzApplications\ADT\ADT_Pro\adt_water.cpp,47
HzApplications\ADT\ADT_Pro\adtpro_inversion_mudcake.h,13
HzApplications\ADT\ADTAutoTest\adt_firmwarehextocommandunittest.cpp,44
HzApplications\ADT\ADTAutoTest\ADT_UtilityUnittest.cpp,105
HzApplications\ADT\ADTUnitTest_GTest\ADT_AsciiReadCoefUnitTest.cpp,16
