Project Name,Checkpoint Name,Created On,File Name,Lines,Statements,Percent Comment Lines,Percent Documentation Lines,"Classes, Interfaces, Structs",Methods per Class,Calls per Method,Statements per Method,Line Number of Most Complex Method*,Name of Most Complex Method*,Maximum Complexity*,Line Number of Deepest Block,Maximum Block Depth,Average Block Depth,Average Complexity*,Statements at block level 0,Statements at block level 1,Statements at block level 2,Statements at block level 3,Statements at block level 4,Statements at block level 5,Statements at block level 6,Statements at block level 7,Statements at block level 8,Statements at block level 9
temp_horizon_csharp,source,12 Apr 2017,Analytics\SystemBehavior\DataAnalyzer\FileTasks\MiniDumpConfiguration.cs,20,37,0.0,0.0,1,11.00,0.00,0.00,8,MiniDumpConfiguration.Debugger.set(),1,8,2,1.49,1.00,4,11,22,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,Analytics\SystemBehavior\DataAnalyzer\FileTasks\MiniDumpCrawler.cs,173,119,0.6,0.0,1,9.00,7.22,11.00,56,"MiniDumpCrawler.Handle(StagingContext staging, MiniDumpConfiguration configuration, string file)",11,43,4,2.05,3.56,11,9,67,27,5,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,Analytics\SystemBehavior\DataAnalyzer\FileTasks\ShareFolderConfiguration.cs,17,28,0.0,0.0,1,8.00,0.00,0.00,8,ShareFolderConfiguration.RemoveSourceFile.set(),1,8,2,1.43,1.00,4,8,16,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,Analytics\SystemBehavior\DataAnalyzer\FileTasks\ShareFolderCrawler.cs,59,48,0.0,0.0,1,2.00,14.00,20.00,9,ShareFolderCrawler.ExecuteTaskInternal(),11,23,4,2.27,9.00,5,2,20,17,4,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,Analytics\SystemBehavior\DataAnalyzer\FileTasks\SharePointConfiguration.cs,15,24,0.0,0.0,1,7.00,0.00,0.00,7,SharePointConfiguration.RemoveSourceFile.set(),1,7,2,1.46,1.00,3,7,14,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,Analytics\SystemBehavior\DataAnalyzer\FileTasks\SharePointCrawler.cs,83,54,0.0,0.0,1,1.00,39.00,44.00,12,SharePointCrawler.ExecuteTaskInternal(),7,29,5,2.80,6.00,8,2,6,22,9,7,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,Analytics\SystemBehavior\DataAnalyzer\FileTasks\SystemMonitorLogConfiguration.cs,20,37,0.0,0.0,1,11.00,0.00,0.00,8,SystemMonitorLogConfiguration.PublishLocation.set(),1,8,2,1.49,1.00,4,11,22,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,Analytics\SystemBehavior\DataAnalyzer\FileTasks\SystemMonitorLogCrawler.cs,236,175,0.4,0.0,3,4.33,7.38,11.00,90,"SystemMonitorLogCrawler.PublishLogFile(string fulllog, string publish)",16,55,5,2.37,4.19,10,9,77,65,13,1,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,Analytics\SystemBehavior\DataAnalyzer\FileTasks\ZipContentConfiguration.cs,26,40,0.0,0.0,2,5.50,0.00,0.00,9,ZipContentConfiguration.RemoveSourceFile.set(),1,9,2,1.40,1.00,6,12,22,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,Analytics\SystemBehavior\DataAnalyzer\FileTasks\ZipContentCrawler.cs,115,82,0.0,0.0,1,3.00,19.67,24.00,11,ZipContentCrawler.ExecuteTaskInternal(),13,29,5,2.74,10.00,7,3,17,35,17,3,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,Analytics\SystemBehavior\DataAnalyzer\FileTasks_MsTest\AssemblyInfo.cs,36,15,47.2,0.0,0,0.00,0.00,0.00,,,0,1,0,0.00,0.00,15,0,0,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,Analytics\SystemBehavior\DataAnalyzer\FileTasks_MsTest\TestDumpContentAnalyzer.cs,135,77,0.0,0.0,3,3.33,2.70,4.50,18,TestDumpContentAnalyzer.TestLaunchDumpContentAnalyzer(),5,29,4,1.78,1.60,13,11,35,16,2,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,Analytics\SystemBehavior\DataAnalyzer\FileTasks_MsTest\TestFileStateCollector.cs,92,56,0.0,0.0,2,3.50,5.00,4.14,75,Testable.BuildContext<T>(string initializer),3,30,3,1.59,1.43,12,10,23,11,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,Analytics\SystemBehavior\DataAnalyzer\FileTasks_MsTest\TestMiniDumpCrawler.cs,96,57,0.0,0.0,2,3.00,5.83,5.00,86,Testable.BuildContext<T>(string initializer),3,34,3,1.51,1.50,13,10,26,8,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,Analytics\SystemBehavior\DataAnalyzer\FileTasks_MsTest\TestShareFolderCrawler.cs,87,50,0.0,0.0,2,3.00,4.50,4.00,77,Testable.BuildContext<T>(string initializer),3,28,3,1.48,1.50,12,10,20,8,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,Analytics\SystemBehavior\DataAnalyzer\FileTasks_MsTest\TestSharePointCrawler.cs,29,12,0.0,0.0,1,1.00,2.00,3.00,22,TestSharePointCrawler.TestFetchFile(),1,24,2,0.75,1.00,6,3,3,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,Analytics\SystemBehavior\DataAnalyzer\FileTasks_MsTest\TestSystemMonitorLogCrawler.cs,85,46,0.0,0.0,2,3.00,4.67,3.83,28,TestSystemMonitorLogCrawler.LoadTestData(),2,32,3,1.46,1.33,10,10,21,5,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,Analytics\SystemBehavior\DataAnalyzer\FileTasks_MsTest\TestZipContentCrawler.cs,89,48,0.0,0.0,2,3.00,4.50,4.00,79,Testable.BuildContext<T>(string initializer),3,26,3,1.54,1.50,10,10,20,8,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,Analytics\SystemBehavior\DataAnalyzer\TestApplication\AssemblyInfo.cs,36,15,47.2,0.0,0,0.00,0.00,0.00,,,0,1,0,0.00,0.00,15,0,0,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,Analytics\SystemBehavior\DataAnalyzer\TestApplication\Program.cs,102,69,8.8,0.0,1,3.00,11.33,18.33,32,"Program.PublishLogFile(string fulllog, string publish)",16,45,4,2.12,9.00,11,3,31,15,9,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,Analytics\SystemBehavior\DatabaseAccess\AnalyticsDBAccess\AssemblyInfo.cs,38,17,42.1,0.0,0,0.00,0.00,0.00,,,0,1,0,0.00,0.00,17,0,0,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,Analytics\SystemBehavior\DatabaseAccess\AnalyticsDBAccess\Analytics\AnalyticsContext.cs,68,83,0.0,0.0,1,18.00,3.39,1.72,8,AnalyticsContext.CrashOperations.set(),1,52,2,1.69,1.00,4,18,61,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,Analytics\SystemBehavior\DatabaseAccess\AnalyticsDBAccess\Analytics\BaselineDescription.cs,31,32,0.0,0.0,1,8.00,0.25,1.00,21,BaselineDescription.GetFullVersion(),3,8,3,1.56,1.14,4,8,18,2,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,Analytics\SystemBehavior\DatabaseAccess\AnalyticsDBAccess\Analytics\CallstackDescription.cs,16,14,0.0,0.0,1,4.00,0.00,0.25,7,CallstackDescription.CallstackDescription(),1,7,2,1.29,1.00,3,4,7,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,Analytics\SystemBehavior\DatabaseAccess\AnalyticsDBAccess\Analytics\CrashDescription.cs,45,83,0.0,0.0,1,24.00,0.00,0.38,8,CrashDescription.CrashDescription(),1,8,2,1.61,1.00,4,24,55,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,Analytics\SystemBehavior\DatabaseAccess\AnalyticsDBAccess\Analytics\CrashOperationDescription.cs,29,45,0.0,0.0,1,13.00,0.00,0.31,8,CrashOperationDescription.CrashOperationDescription(),1,8,2,1.53,1.00,4,13,28,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,Analytics\SystemBehavior\DatabaseAccess\AnalyticsDBAccess\Analytics\FeatureDescription.cs,21,29,0.0,0.0,1,9.00,0.00,0.11,7,FeatureDescription.FeatureDescription(),1,7,2,1.48,1.00,3,9,17,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,Analytics\SystemBehavior\DatabaseAccess\AnalyticsDBAccess\Analytics\FeatureUsageDescription.cs,17,15,0.0,0.0,1,4.00,0.00,0.25,8,FeatureUsageDescription.FeatureUsageDescription(),1,8,2,1.20,1.00,4,4,7,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,Analytics\SystemBehavior\DatabaseAccess\AnalyticsDBAccess\Analytics\FrameDescription.cs,20,20,0.0,0.0,1,5.00,0.00,0.60,8,FrameDescription.FrameDescription(),1,8,2,1.35,1.00,4,5,11,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,Analytics\SystemBehavior\DatabaseAccess\AnalyticsDBAccess\Analytics\JobDescription.cs,79,76,0.0,0.0,1,19.00,1.68,1.16,36,"JobDescription.CheckSource(MachineDescription machine, BaselineDescription baseline)",21,9,2,1.62,1.59,5,19,52,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,Analytics\SystemBehavior\DatabaseAccess\AnalyticsDBAccess\Analytics\LinkDescription.cs,21,25,0.0,0.0,1,7.00,0.00,0.29,8,LinkDescription.LinkDescription(),1,8,2,1.40,1.00,4,7,14,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,Analytics\SystemBehavior\DatabaseAccess\AnalyticsDBAccess\Analytics\MachineDescription.cs,17,17,0.0,0.0,1,5.00,0.00,0.20,7,MachineDescription.MachineDescription(),1,7,2,1.35,1.00,3,5,9,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,Analytics\SystemBehavior\DatabaseAccess\AnalyticsDBAccess\Analytics\ProcessDescription.cs,21,23,0.0,0.0,1,6.00,0.00,0.50,8,ProcessDescription.ProcessDescription(),1,8,2,1.39,1.00,4,6,13,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,Analytics\SystemBehavior\DatabaseAccess\AnalyticsDBAccess\Analytics\ProductDescription.cs,18,20,0.0,0.0,1,6.00,0.00,0.17,7,ProductDescription.ProductDescription(),1,7,2,1.40,1.00,3,6,11,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,Analytics\SystemBehavior\DatabaseAccess\AnalyticsDBAccess\Analytics\RunDescription.cs,21,23,0.0,0.0,1,6.00,0.00,0.50,8,RunDescription.RunDescription(),1,8,2,1.39,1.00,4,6,13,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,Analytics\SystemBehavior\DatabaseAccess\AnalyticsDBAccess\Analytics\ToolDescription.cs,23,31,0.0,0.0,1,9.00,0.00,0.33,7,ToolDescription.ToolDescription(),1,7,2,1.52,1.00,3,9,19,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,Analytics\SystemBehavior\DatabaseAccess\AnalyticsDBAccess\Analytics\ToolUsageDescription.cs,17,15,0.0,0.0,1,4.00,0.00,0.25,8,ToolUsageDescription.ToolUsageDescription(),1,8,2,1.20,1.00,4,4,7,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,Analytics\SystemBehavior\DatabaseAccess\AnalyticsDBAccess\Common\AnalyticsState.cs,26,4,0.0,0.0,0,0.00,0.00,0.00,,,0,1,0,0.00,0.00,4,0,0,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,Analytics\SystemBehavior\DatabaseAccess\AnalyticsDBAccess\Common\Arguments.cs,129,78,0.0,0.0,1,12.00,3.33,4.42,45,Arguments.Arguments(string[] commandline),8,35,6,2.17,2.33,7,15,30,15,7,3,1,0,0,0
temp_horizon_csharp,source,12 Apr 2017,Analytics\SystemBehavior\DatabaseAccess\AnalyticsDBAccess\Common\DBContextOptionsExtension.cs,22,12,0.0,0.0,1,2.00,1.00,3.00,8,DbContextOptionsExtension.UseInMemory(bool persist),1,10,2,1.17,1.00,4,2,6,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,Analytics\SystemBehavior\DatabaseAccess\AnalyticsDBAccess\Common\Description.cs,37,22,0.0,0.0,1,5.00,2.80,2.00,9,Description.ToString(),1,9,2,1.32,1.00,5,5,12,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,Analytics\SystemBehavior\DatabaseAccess\AnalyticsDBAccess\Common\Helper.cs,149,89,0.0,0.0,1,12.00,3.92,5.50,118,"Helper.GetPropertyNames(Type type, bool readable, bool writable)",11,126,4,1.94,2.92,11,12,42,19,5,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,Analytics\SystemBehavior\DatabaseAccess\AnalyticsDBAccess\Common\LimitedTaskScheduler.cs,146,61,15.1,19.2,1,8.00,1.25,5.13,131,LimitedTaskScheduler.GetScheduledTasks(),4,84,7,2.48,2.38,7,12,16,12,6,3,3,2,0,0
temp_horizon_csharp,source,12 Apr 2017,Analytics\SystemBehavior\DatabaseAccess\AnalyticsDBAccess\Common\LogFileListener.cs,90,61,0.0,0.0,1,9.00,2.11,3.33,51,LogFileListener.WriteToFile(string message),5,67,4,1.64,1.50,9,16,26,8,2,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,Analytics\SystemBehavior\DatabaseAccess\AnalyticsDBAccess\Common\LongPathSupport.cs,290,147,0.7,0.0,3,3.67,5.36,7.09,256,"LongPathSupport.GetDirectories(string directory, string pattern, SearchOption option)",8,245,6,1.99,3.45,8,47,58,19,6,6,3,0,0,0
temp_horizon_csharp,source,12 Apr 2017,Analytics\SystemBehavior\DatabaseAccess\AnalyticsDBAccess\Common\Severity.cs,11,2,0.0,0.0,0,0.00,0.00,0.00,,,0,2,0,0.00,0.00,2,0,0,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,Analytics\SystemBehavior\DatabaseAccess\AnalyticsDBAccess\Common\TaskBase.cs,91,62,0.0,0.0,3,3.33,2.50,2.50,57,TaskBase<TConfiguration>.ParseString<TOutput>(string value),6,29,3,1.37,1.50,15,16,24,7,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,Analytics\SystemBehavior\DatabaseAccess\AnalyticsDBAccess\DumpAnalyzing\ContextAlgorithm.cs,943,545,0.4,0.0,6,8.67,4.90,8.33,817,"ContextAlgorithm.GetProductVersion(string moduleContent, string name, string[] modulepaths, string[] versionmodules)",19,545,6,2.45,2.95,13,57,248,147,62,16,2,0,0,0
temp_horizon_csharp,source,12 Apr 2017,Analytics\SystemBehavior\DatabaseAccess\AnalyticsDBAccess\DumpAnalyzing\DumpBasicInformation.cs,22,22,0.0,0.0,1,5.00,0.00,0.80,9,"DumpBasicInformation.DumpBasicInformation(string debug, string time, string eip, long size)",1,9,2,1.45,1.00,2,8,12,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,Analytics\SystemBehavior\DatabaseAccess\AnalyticsDBAccess\DumpAnalyzing\DumpException.cs,10,14,0.0,0.0,1,4.00,0.00,0.00,5,DumpException.ExceptionName.set(),1,5,2,1.43,1.00,2,4,8,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,Analytics\SystemBehavior\DatabaseAccess\AnalyticsDBAccess\DumpAnalyzing\DumpJob.cs,10,9,0.0,0.0,1,2.00,0.00,0.00,7,DumpJob.Name.set(),1,7,2,1.11,1.00,3,2,4,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,Analytics\SystemBehavior\DatabaseAccess\AnalyticsDBAccess\DumpAnalyzing\DumpMachine.cs,8,8,0.0,0.0,1,2.00,0.00,0.00,5,DumpMachine.ImageType.set(),1,5,2,1.25,1.00,2,2,4,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,Analytics\SystemBehavior\DatabaseAccess\AnalyticsDBAccess\DumpAnalyzing\DumpMemoryObjects.cs,10,12,0.0,0.0,1,3.00,0.00,0.00,5,DumpMemoryObjects.UserObjects.set(),1,5,2,1.33,1.00,2,4,6,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,Analytics\SystemBehavior\DatabaseAccess\AnalyticsDBAccess\DumpAnalyzing\DumpProcess.cs,8,8,0.0,0.0,1,2.00,0.00,0.00,5,DumpProcess.Execution.set(),1,5,2,1.25,1.00,2,2,4,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,Analytics\SystemBehavior\DatabaseAccess\AnalyticsDBAccess\DumpAnalyzing\DumpProductVersion.cs,21,20,0.0,0.0,1,5.00,0.00,0.40,9,DumpProductVersion.DumpProductVersion(),1,9,2,1.25,1.00,5,5,10,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,Analytics\SystemBehavior\DatabaseAccess\AnalyticsDBAccess\DumpAnalyzing\MiniDumpDebug.cs,166,120,0.0,0.0,1,15.00,3.07,4.60,100,"MiniDumpDebug.GetScriptResult(string preparescript, IEnumerable<string> scripts)",11,127,4,1.92,1.81,11,23,54,29,3,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,Analytics\SystemBehavior\DatabaseAccess\AnalyticsDBAccess\Management\DependencyDescription.cs,19,19,0.0,0.0,1,5.00,0.00,0.20,9,DependencyDescription.DependencyDescription(),1,9,2,1.21,1.00,5,5,9,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,Analytics\SystemBehavior\DatabaseAccess\AnalyticsDBAccess\Management\ManagementContext.cs,31,27,0.0,0.0,1,6.00,2.83,1.50,8,ManagementContext.Dependencies.set(),1,26,2,1.48,1.00,4,6,17,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,Analytics\SystemBehavior\DatabaseAccess\AnalyticsDBAccess\Management\PlatformDescription.cs,19,17,0.0,0.0,1,4.00,0.00,0.50,9,PlatformDescription.PlatformDescription(),1,9,2,1.18,1.00,5,4,8,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,Analytics\SystemBehavior\DatabaseAccess\AnalyticsDBAccess\Management\ScheduleDescription.cs,25,31,0.0,0.0,1,8.00,0.00,0.50,9,ScheduleDescription.ScheduleDescription(),1,9,2,1.42,1.00,5,8,18,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,Analytics\SystemBehavior\DatabaseAccess\AnalyticsDBAccess\Management\TaskDescription.cs,24,30,0.0,0.0,1,8.00,0.00,0.38,9,TaskDescription.TaskDescription(),1,9,2,1.40,1.00,5,8,17,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,Analytics\SystemBehavior\DatabaseAccess\AnalyticsDBAccess\SMLogAnalyzing\LogRowInfo.cs,90,94,0.0,0.0,1,15.00,2.13,3.27,22,LogRowInfo.LogRowInfo(string row),16,34,4,2.14,1.54,4,15,46,22,7,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,Analytics\SystemBehavior\DatabaseAccess\AnalyticsDBAccess\Staging\DumpInformationDescription.cs,56,77,0.0,0.0,1,22.00,0.23,0.50,42,DumpInformationDescription.GetDuplicationsFrom(StagingContext context),4,10,2,1.56,1.10,6,22,49,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,Analytics\SystemBehavior\DatabaseAccess\AnalyticsDBAccess\Staging\FileStateDescription.cs,40,70,0.0,0.0,1,21.00,0.00,0.19,9,FileStateDescription.FileStateDescription(),1,9,2,1.56,1.00,5,21,44,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,Analytics\SystemBehavior\DatabaseAccess\AnalyticsDBAccess\Staging\StagingContext.cs,33,23,0.0,0.0,1,6.00,2.17,1.17,8,StagingContext.SystemMonitorLogs.set(),1,29,2,1.39,1.00,4,6,13,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,Analytics\SystemBehavior\DatabaseAccess\AnalyticsDBAccess\Staging\SystemMonitorLogDescription.cs,21,21,0.0,0.0,1,5.00,0.00,0.60,9,SystemMonitorLogDescription.SystemMonitorLogDescription(),1,9,2,1.29,1.00,5,5,11,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,Analytics\SystemBehavior\DatabaseAccess\AnalyticsDBAccess_MsTest\AssemblyInfo.cs,36,15,47.2,0.0,0,0.00,0.00,0.00,,,0,1,0,0.00,0.00,15,0,0,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,Analytics\SystemBehavior\DatabaseAccess\AnalyticsDBAccess_MsTest\TestAnalyticsContext.cs,173,111,0.0,0.0,1,18.00,5.44,3.67,16,TestAnalyticsContext.TestToolUsage(),1,34,3,1.54,1.00,7,38,65,1,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,Analytics\SystemBehavior\DatabaseAccess\AnalyticsDBAccess_MsTest\TestArguments.cs,62,46,0.0,0.0,1,4.00,9.50,7.25,12,TestArguments.Test2InvalidArgument(),1,14,2,1.48,1.00,7,10,29,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,Analytics\SystemBehavior\DatabaseAccess\AnalyticsDBAccess_MsTest\TestContextAlgorithm.cs,303,137,0.0,0.0,1,20.00,3.70,4.05,20,TestContextAlgorithm.TestGetDumpMachine_NoInformation(),1,22,2,1.50,1.00,13,42,82,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,Analytics\SystemBehavior\DatabaseAccess\AnalyticsDBAccess_MsTest\TestDescription.cs,30,17,0.0,0.0,2,1.00,2.00,3.00,11,TestDescription.TestCombineComplexContent(),1,13,2,1.00,1.00,6,5,6,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,Analytics\SystemBehavior\DatabaseAccess\AnalyticsDBAccess_MsTest\TestHelper.cs,104,81,0.0,0.0,3,3.33,7.80,4.50,14,SubTestStruct.IntValue.set(),1,93,3,1.75,1.00,9,12,50,10,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,Analytics\SystemBehavior\DatabaseAccess\AnalyticsDBAccess_MsTest\TestLimitedTaskScheduler.cs,42,31,0.0,0.0,1,2.00,8.00,9.50,14,TestLimitedTaskScheduler.ModifyObject(object obj),1,16,2,1.32,1.00,9,3,19,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,Analytics\SystemBehavior\DatabaseAccess\AnalyticsDBAccess_MsTest\TestLogFileListener.cs,39,29,0.0,0.0,1,2.00,8.00,9.00,12,TestLogFileListener.TestNamedListener(),1,14,2,1.38,1.00,7,4,18,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,Analytics\SystemBehavior\DatabaseAccess\AnalyticsDBAccess_MsTest\TestLogRowInfo.cs,65,46,0.0,0.0,1,5.00,5.20,6.00,11,TestLogRowInfo.TestContextContainsCommaAtMiddle(),1,13,2,1.52,1.00,6,10,30,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,Analytics\SystemBehavior\DatabaseAccess\AnalyticsDBAccess_MsTest\TestLongPathSupport.cs,65,44,0.0,0.0,1,5.00,7.00,5.00,14,TestLongPathSupport.TestCopyFile(),2,22,3,1.39,1.20,9,10,24,1,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,Analytics\SystemBehavior\DatabaseAccess\AnalyticsDBAccess_MsTest\TestManagementContext.cs,63,40,0.0,0.0,1,6.00,4.67,3.33,14,TestManagementContext.TestDependency(),1,16,2,1.33,1.00,7,13,20,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,Analytics\SystemBehavior\DatabaseAccess\AnalyticsDBAccess_MsTest\TestMiniDumpDebug.cs,57,24,0.0,0.0,1,1.00,13.00,16.00,11,TestMiniDumpDebug.TestAnalyzeMiniDump(),1,14,2,1.42,1.00,6,2,16,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,Analytics\SystemBehavior\DatabaseAccess\AnalyticsDBAccess_MsTest\TestStagingContext.cs,63,40,0.0,0.0,1,6.00,4.50,3.17,15,TestStagingContext.TestSystemMonitorLog(),1,17,2,1.28,1.00,8,13,19,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,Analytics\SystemBehavior\DatabaseAccess\AnalyticsDBAccess_MsTest\TestStringCaseInsensitiveComparer.cs,22,15,0.0,0.0,1,1.00,6.00,5.00,13,TestStringCaseInsensitiveComparer.TestUseComparer(),1,15,2,0.80,1.00,8,2,5,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,Analytics\SystemBehavior\DatabaseAccess\AnalyticsDBAccess_MsTest\TestTaskBase.cs,81,47,0.0,0.0,4,2.25,2.56,2.11,14,TestTaskBase.TestParseString_throwexception_whenfail(),1,53,3,1.47,1.00,9,12,21,5,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,Analytics\SystemBehavior\DatabaseAccess\AnalyticsManagement\AnalyticsService.cs,53,21,0.0,28.3,1,4.00,1.75,2.25,28,AnalyticsService.AnalyticsService(string logLocation),2,36,3,1.19,1.50,6,6,8,1,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,Analytics\SystemBehavior\DatabaseAccess\AnalyticsManagement\AssemblyInfo.cs,34,14,47.1,0.0,0,0.00,0.00,0.00,,,0,1,0,0.00,0.00,14,0,0,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,Analytics\SystemBehavior\DatabaseAccess\AnalyticsManagement\PlatformManagement.cs,168,115,0.0,0.0,1,8.00,7.88,11.13,82,"PlatformManagement.LaunchSchedule(ManagementContext management, ScheduleDescription schedule)",18,116,5,2.37,4.11,13,11,37,33,16,5,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,Analytics\SystemBehavior\DatabaseAccess\AnalyticsManagement_MsTest\AssemblyInfo.cs,36,15,47.2,0.0,0,0.00,0.00,0.00,,,0,1,0,0.00,0.00,15,0,0,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,Analytics\SystemBehavior\DatabaseAccess\AnalyticsManagement_MsTest\TestAnalyticsRegister.cs,171,90,0.0,0.0,3,6.00,2.00,2.33,72,TestAnalyticsRegister.TestOperationHelp(),2,141,3,1.62,1.15,10,28,38,14,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,Analytics\SystemBehavior\DatabaseAccess\AnalyticsManagement_MsTest\TestAnalyticsTask.cs,76,48,0.0,0.0,4,2.00,1.75,2.25,13,TestConfiguration.Test.set(),1,63,3,1.48,1.00,8,14,21,5,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,Analytics\SystemBehavior\DatabaseAccess\AnalyticsManagement_MsTest\TestPlatformManagement.cs,82,59,0.0,0.0,2,2.50,3.00,7.40,17,TestPlatformManagement.TestStartStopPlatformManagement(),1,74,3,1.59,1.00,10,8,37,4,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,Analytics\SystemBehavior\DatabaseAccess\AnalyticsRegister\AssemblyInfo.cs,35,15,45.7,0.0,0,0.00,0.00,0.00,,,0,1,0,0.00,0.00,15,0,0,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,Analytics\SystemBehavior\DatabaseAccess\AnalyticsRegister\Program.cs,320,222,0.0,0.0,3,7.00,6.71,8.43,173,"Program.CheckDescriptionProperties(string[] properties, Arguments arguments, out string[] checks)",6,193,5,2.11,2.46,13,25,124,46,12,2,0,0,0,0
