"Name","Count"
"HzProducts\Viewers\Deliverables\JobEventSummary\SlbJobEventSummaryProperty.cs","1"
"HzProducts\Viewers\Deliverables\JobEventSummary\SlbJobEventSummaryViewer.cs","3"
"HzProducts\Viewers\Deliverables\LogViewer\DataAssignment\DCLogDataAssignment.cs","1"
"HzProducts\Viewers\Deliverables\LogViewer\DataAssignment\DCLogDataAssignmentEditorForm.cs","17"
"HzProducts\Viewers\Deliverables\LogViewer\Tiering\TierDefLoader.cs","2"
"HzProducts\Viewers\Deliverables\LogViewer\DCFormatHelper.cs","9"
"HzProducts\Viewers\Deliverables\LogViewer\DCLogComponentEditorUI.cs","10"
"HzProducts\Viewers\Deliverables\LogViewer\DCLogComponentProperty.cs","31"
"HzProducts\Viewers\Deliverables\LogViewer\DCLogComponentViewerUI.cs","59"
"HzProducts\Viewers\Deliverables\LogViewer\DCLogHelper.cs","26"
"HzProducts\Viewers\Deliverables\OperationRunSummary\Data\DataSource.cs","23"
"HzProducts\Viewers\Deliverables\OperationRunSummary\OperationRunSummary.cs","5"
"HzProducts\Viewers\Deliverables\RemarksEquipSummary\SlbRemarksEquipUI.cs","9"
"HzProducts\Viewers\Deliverables\RemarksEquipSummary\SlbRemEquipProperty.cs","12"
"HzProducts\Viewers\Deliverables\SlbParameterListing\Data\DataLogic\VectorZonedParameter.cs","5"
"HzProducts\Viewers\Deliverables\SlbParameterListing\Data\DataSource\SlbParameterListingDataSource.cs","18"
"HzProducts\Viewers\Deliverables\SlbParameterListing\Data\LapInfo.cs","3"
"HzProducts\Viewers\Deliverables\SlbParameterListing\Data\ParameterInfo.cs","4"
"HzProducts\Viewers\Deliverables\SlbParameterListing\Data\ReaderInfo.cs","1"
"HzProducts\Viewers\Deliverables\SlbParameterListing\Data\RunInfoEx.cs","14"
"HzProducts\Viewers\Deliverables\SlbParameterListing\View\SlbParameterReport.cs","1"
"HzProducts\Viewers\Deliverables\SoftwareVersionRpt\SoftwareVersion.cs","21"
"HzProducts\Viewers\Deliverables\SurveyRecord\DCSurveyRecordComponentProperty.cs","3"
"HzProducts\Viewers\Deliverables\SurveyRecord\SurveyRecordUI.cs","32"
"HzProducts\Viewers\Deliverables\SurveyRecord\SurveyRunInfo.cs","2"
"HzProducts\Viewers\Deliverables\Tail\TailUIP.cs","10"
"HzProducts\Viewers\Deliverables\Tiering\DCTieringComponentEditorUI.cs","7"
"HzProducts\Viewers\Deliverables\Tiering\DCTieringComponentPropertyUI.cs","4"
"HzProducts\Viewers\Deliverables\TimelapseWriter\HeaderInfoProvider.cs","1"
"HzProducts\Viewers\Deliverables\TimelapseWriter\LapInforProvider.cs","10"
"HzProducts\Viewers\Deliverables\TimelapseWriter\LasSummaryWriter.cs","7"
"HzProducts\Viewers\Deliverables\TimelapseWriter\TimeCorrectedDepthDataOrganizer.cs","19"
"HzProducts\Viewers\Deliverables\TimelapseWriter\TimeCorrectedDepthWriter.cs","6"
"HzProducts\Viewers\Deliverables\TimelapseWriter\WellParameterInfoProvider.cs","6"
"HzProducts\Viewers\Deliverables\ToolSpecificLasWriterBase\DeliverablesCollectionHelper.cs","6"
"HzProducts\Viewers\Deliverables\ToolSpecificLasWriterBase\EnsembleInfoProvider.cs","6"
"HzProducts\Viewers\Deliverables\ToolSpecificLasWriterBase\ParameterInfoProvider.cs","6"
"HzProducts\Viewers\Deliverables\ToolSpecificLasWriterBase\ToolSpecificLasPropertyBase.cs","11"
"HzProducts\Viewers\Deliverables\ToolSpecificLasWriterBase\ToolSpecificLasWriterBase.cs","13"
"HzProducts\Viewers\Deliverables\Wellsketch\Sketch.cs","9"
"HzProducts\Viewers\Deliverables\WellSketchHost\WellSketchProperty.cs","1"
"HzProducts\Viewers\Deliverables\WellSketchHost\WellSketchUIHost.cs","5"
"HzProducts\Viewers\Deliverables\WriterDLIS\DigitalArchiveWriter.cs","53"
"HzProducts\Viewers\Deliverables\WriterDLIS\DigitalDlisWriter.cs","22"
"HzProducts\Viewers\Deliverables\WriterLAS\CanadaLasFilter.cs","6"
"HzProducts\Viewers\Deliverables\WriterLAS\DigitalLasWriter.cs","16"
"HzProducts\Viewers\Deliverables\WriterLAS\SlbToolCustomLasWriter.cs","44"
"HzProducts\Viewers\Deliverables\WriterLAS\SSChannelData.cs","14"
"HzProducts\Viewers\Deliverables\WriterPDS\MWtoPDSFramework\MainLogMgr.cs","5"
"HzProducts\Viewers\Deliverables\WriterPDS\MWtoPDSFramework\PDSWriterThread.cs","2"
"HzProducts\Viewers\Deliverables\WriterWits\DigitalWitsWriter.cs","6"
"HzProducts\Viewers\Deliverables\WriterWitsml\DigitalToolCustomWitsmlWriter.cs","4"
"HzProducts\Viewers\Deliverables\WriterWitsml\DigitalWitsmlWriter.cs","12"
"HzProducts\Viewers\Deliverables\XYZViewer\DataAssignment\DCXyzDataAssignment.cs","1"
"HzProducts\Viewers\Deliverables\XYZViewer\DataAssignment\DCXyzDataAssignmentEditorForm.cs","6"
"HzProducts\Viewers\Deliverables\XYZViewer\DCXyzComponentEditorUI.cs","1"
"HzProducts\Viewers\Deliverables\XYZViewer\DCXyzComponentProperty.cs","18"
"HzProducts\Viewers\Deliverables\XYZViewer\DCXyzComponentViewerUI.cs","18"
"HzProducts\Viewers\Deliverables\XYZViewer\DCXyzPlotHelper.cs","7"
"HzProducts\Viewers\DepthMonitor\Viewer\DepthMonitorUIP.cs","39"
"HzProducts\Viewers\EquipPicViewer\SlbEquipPicViewer.cs","9"
"HzProducts\Viewers\FrameDecoderStatusMonitor\FrameDecoderStatusMonitorUIP.cs","14"
"HzProducts\Viewers\GraphicalComposition\GCViewer\GCContext.cs","48"
"HzProducts\Viewers\HSPMStatusMonitor\SlbHSPMStatusMonitorUI.cs","21"
"HzProducts\Viewers\LogViewer\Viewer\GenericLGControl01Ex.cs","5"
"HzProducts\Viewers\LogViewer\Viewer\GenericLGControl01ExTrackHandler.cs","1"
"HzProducts\Viewers\LogViewer\Viewer\LgViewServerHelper.cs","4"
"HzProducts\Viewers\LogViewer\Viewer\LogPrintDlg.cs","8"
"HzProducts\Viewers\LogViewer\Viewer\LogViewerUIP2.cs","6"
"HzProducts\Viewers\LogViewer\Viewer\LVDSCDataModel.cs","5"
"HzProducts\Viewers\LogViewer\Viewer\LVHelper.cs","12"
"HzProducts\Viewers\LogViewer\Viewer\LVHelperBindItemHandler.cs","10"
"HzProducts\Viewers\LogViewer\Viewer\LVHelperFilterHandler.cs","20"
"HzProducts\Viewers\LogViewer\Viewer\LVHelperMultiInstanceQueryHandler.cs","12"
"HzProducts\Viewers\LogViewer\Viewer\LVHelperUtil.cs","28"
"HzProducts\Viewers\LogViewer\Viewer\ParameterProcessor.cs","4"
"HzProducts\Viewers\LogViewer\Viewer\PrintHandler.cs","2"
"HzProducts\Viewers\LogViewer\Viewer\RecomputeLogViewerUIP.cs","2"
"HzProducts\Viewers\LogViewer\Viewer\RecomputeLogViewerUIPController.cs","9"
"HzProducts\Viewers\LogViewer\Viewer\RepeatAnalysisHelper.cs","1"
"HzProducts\Viewers\LogViewer\Viewer\TrackSelector.cs","17"
"HzProducts\Viewers\LogViewer\ViewServer\LogViewServer.cpp","1"
"HzProducts\Viewers\LogViewer\ViewServer\LogViewServer.h","1"
"HzProducts\Viewers\RigFloorConsole\Viewer\LcrtUIP.cs","36"
"HzProducts\Viewers\RigFloorConsole\Viewer\RFCMenuUIP.cs","15"
"HzProducts\Viewers\RigStateController\RigFloorMediator.cs","2"
"HzProducts\Viewers\RigStateController\RigStateControllerUI.cs","17"
"HzProducts\Viewers\SummaryRecordViewer\SlbSummaryRecordViewerUIP\SummaryRecordViewerUIP.cs","15"
"HzProducts\Viewers\SurveyMonitor\Viewer\SurveyMonitorUIP.cs","22"
"HzProducts\Viewers\ToolfaceMonitorViewer\Viewer\ToolfaceMonitorViewerUIP.cs","46"
"HzProducts\Viewers\WitnessConsole\ViewRefresher\ViewRefresherUIP.cs","7"
"HzProducts\Viewers\XYZViewer\Viewer\PassExplorer.cs","2"
"HzProducts\Viewers\XYZViewer\Viewer\RecomputeXYZViewerUIP.cs","16"
"HzProducts\Viewers\XYZViewer\Viewer\SlbChannelSelectFrmUI.cs","2"
"HzProducts\Viewers\XYZViewer\Viewer\XYZCtl.cs","8"
"HzProducts\Viewers\XYZViewer\Viewer\XYZViewerHelper.cs","19"
"HzProducts\Viewers\XYZViewer\Viewer\XYZViewerUIP.cs","14"
"HzProducts\Viewers\XYZViewer\ViewServer\XYZViewServer.cpp","1"
"HzProducts\Viewers\XYZViewer\ViewServer\XYZViewServer.h","1"
"HzProducts\WebUX\src\Models\JobsModel\JobsModel.cs","13"
"HzProducts\WebUX\src\Models\JobsModel\WebUXJobsModel.cs","3"
"HzProducts\WebUX\src\Models\SurveysModel\WebUxSurveysModel.cs","17"
"HzProductsAPI\BaseImpl\UIServerImpl.cpp","1"
"HzProductsAPI\BaseImpl\UIServerImpl.h","1"
"HzProductsAPI\BaseImpl\ViewServerImpl2.h","3"
"HzProductsAPI\DataExchange\DexInterface\CommonFileNameService.cs","2"
"HzProductsAPI\DataExchange\DexInterface\DlisNameConvention.cs","10"
"HzProductsAPI\DataExchange\DexInterface\IDlisNameConvention.cs","5"
"HzProductsAPI\GCFramework\ComplexComponentUtility\ComplexComponentHelper.cs","2"
"HzProductsAPI\GCFramework\CustomTableGCUIBase\CTFormatContext.cs","2"
"HzProductsAPI\GCFramework\CustomTableGCUIBase\CustomTablePropertyBase.cs","5"
"HzProductsAPI\GCFramework\CustomTableGCUIBase\CustomTableViewerBase.cs","4"
"HzProductsAPI\GCFramework\DataAssignment\DataAssignment.cs","1"
"HzProductsAPI\GCFramework\DataAssignment\DataAssignmentEditorForm.cs","17"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\ChannelOffline.cs","61"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\ChannelOnline.cs","96"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\LGObjectPresentation.cs","56"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\Parameters.cs","66"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\PresentationBase.cs","5"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\SummaryOffline.cs","34"
"HzProductsAPI\GCFramework\DataBrowser\DisplayModes\SummaryOnline.cs","53"
"HzProductsAPI\GCFramework\DataBrowser\Helpers\DataExpUtility.cs","10"
"HzProductsAPI\GCFramework\DataBrowser\Helpers\QueryBuilder.cs","17"
"HzProductsAPI\GCFramework\DataBrowser\DataExpInterface.cs","5"
"HzProductsAPI\GCFramework\DataBrowser\SlbDataExplorerDialog.cs","5"
"HzProductsAPI\GCFramework\DataBrowser\SlbDataExplorerUI.cs","22"
"HzProductsAPI\GCFramework\GCUIBase\DataModel\GcEntityCreator.cs","3"
"HzProductsAPI\GCFramework\GCUIBase\DataModel\GraphicalTemplate.cs","3"
"HzProductsAPI\GCFramework\GCUIBase\DscService\CatTemplateManager.cs","5"
"HzProductsAPI\GCFramework\GCUIBase\DscService\DeliverableTemplateManager.cs","22"
"HzProductsAPI\GCFramework\GCUIBase\DscService\GcDelivTempDscService.cs","7"
"HzProductsAPI\GCFramework\GCUIBase\DscService\GcParaDscService.cs","5"
"HzProductsAPI\GCFramework\GCUIBase\DscService\GcPassDscService.cs","8"
"HzProductsAPI\GCFramework\GCUIBase\DscService\GcRunDscService.cs","5"
"HzProductsAPI\GCFramework\GCUIBase\DscService\JobManager.cs","3"
"HzProductsAPI\GCFramework\GCUIBase\FormatSchema\GraphicalTemplateFormatSchema.cs","1"
"HzProductsAPI\GCFramework\GCUIBase\GcDataModel\GcComplexComponent.cs","2"
"HzProductsAPI\GCFramework\GCUIBase\GcDataModel\GcComponentFactory.cs","1"
"HzProductsAPI\GCFramework\GCUIBase\GcDataModel\GcGraphicalTemplate.cs","2"
"HzProductsAPI\GCFramework\GCUIBase\GcDataModel\GcRepeatInfoComponent.cs","2"
"HzProductsAPI\GCFramework\GCUIBase\ComplexComponentControllerBase.cs","9"
"HzProductsAPI\GCFramework\GCUIBase\GCDigitalHelpers.cs","4"
"HzProductsAPI\GCFramework\GCUIBase\GCPropertyBase.cs","26"
"HzProductsAPI\GCFramework\GCUIBase\GCUIBase.cs","3"
"HzProductsAPI\GCFramework\GCUIBase\GCUIInterface.cs","19"
"HzProductsAPI\GCFramework\GCUIBase\GCUtilities.cs","7"
"HzProductsAPI\GCFramework\GridGCUIBase\GCGridFramework\GcCollectionServiceFactory.cs","1"
"HzProductsAPI\GCFramework\GridGCUIBase\GCGridFramework\GcEnsembleService.cs","15"
"HzProductsAPI\GCFramework\GridGCUIBase\GCGridFramework\GcEquipPropService.cs","2"
"HzProductsAPI\GCFramework\GridGCUIBase\GCGridFramework\GcParameterService.cs","2"
"HzProductsAPI\GCFramework\GridGCUIBase\GCGridFramework\GcParameterTupleService.cs","7"
"HzProductsAPI\GCFramework\GridGCUIBase\GCGridFramework\GcParameteSimpleServie.cs","2"
"HzProductsAPI\GCFramework\GridGCUIBase\GCGridFramework\GcRunCollectionService.cs","7"
"HzProductsAPI\GCFramework\PreAcqChannelInfoHelper\ChannelInfoHelper.cs","10"
"HzProductsAPI\GCFramework\PreAcqChannelInfoHelper\IChannelInfoHelper.cs","3"
"HzProductsAPI\Interface\ViewServer2.h","2"
"HzProductsAPI\UIFramework\Interfaces\HzFwkObject.cs","8"
"HzProductsAPI\UIFramework\UIImpl\UIImpl.cs","6"
"HzProductsAPI\Utilities\HorizonFolders\HzDataFolder.cs","1"
"HzProductsAPI\Utilities\HorizonFolders\HzFolderHelper.cs","12"
"HzProductsAPI\Utilities\GenericBulkDataReader.cs","11"
"HzProductsAPI\Utilities\ParameterRoutines.cs","24"
"HzProductsAPI\Utilities\UIPDocumentFactory.cs","41"
"HzSysApps\Digital\EDTS\CommonUI\ExpertModeUI.cs","18"
"HzSysApps\Ensembles\UIs\DepthCorrection\AdditionalCorrection\AdditionalCorrectView.cs","2"
"HzSysApps\Ensembles\UIs\DepthCorrection\Common\CustomUIService.cs","11"
"HzSysApps\Ensembles\UIs\DepthCorrection\Common\DataAccess.cs","17"
"HzSysApps\Ensembles\UIs\DepthCorrection\Common\TimeDepthMapReader.cs","2"
"HzSysApps\Ensembles\UIs\DepthCorrection\PipeTallyCorrection\PipeTallyCorrectView.cs","2"
"HzSysApps\Ensembles\UIs\DepthCorrection\ABCDCustomUI.cs","5"
"HzSysApps\Ensembles\UIs\Wireline\TDAcqMsgLoadUI.cs","15"
"HzSysApps\Ensembles\UIs\WirelineRM\DepthMng.cs","7"
"MaxStudio\Controls\Framework\Model\JobsModel.cs","42"
"MaxStudio\Controls\Framework\Model\UIDBService.cs","12"
"MaxStudio\Controls\JobLauncher\Model\JobLauncherModel.cs","18"
"MaxStudio\Controls\JobManager\Model\Helpers\ProcessInformationHelper.cs","10"
"MaxStudio\UIFramework\UIModelBase.cs","6"
"ThirdParty\PrebuiltBinaries\HzDB\HzFwkUtils\DataStore\Clients\SlbDscTokens\SlbDscTokens.cs","22"
"ThirdParty\PrebuiltBinaries\HzDB\HzFwkUtils\Include\Dsc_Service_Tokens.h","8"
